	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54
91	-0.09219	4.94007	-0.51268	0.00021	0.0077	-5e-05	0.13528	92.57984	0.81608	0.00066	0.01651	-0.00061	-0.07419	-43.30268	-0.31657	-0.00012	5e-05	-0.00012	0.055	-15.44478	-0.11678	1e-05	0.00213	-5e-05	0.03402	-22.20928	-0.01729	-0.00039	-0.00522	0.00051	-0.0914	-112.90603	-0.51757	-0.00045	-0.01651	-0.0003	-0.02848	-35.05248	0.38827	-0.00034	-0.00759	-0.00035	-0.09401	-17.65086	-0.29825	-0.0003	-0.01117	-0.00011	-0.08172	86.0804	-0.09025	0.00041	0.00815	-4e-05
92	-0.08341	-44.64111	-0.2857	-0.00025	-0.00866	-0.00024	0.03428	23.03949	0.22457	0.00028	0.00499	-0.00015	0.04722	-7.50384	0.31288	5e-05	0.00324	0.0003	0.01301	-14.82912	-0.02918	6e-05	0.00014	-0.00024	-0.01481	-25.15924	-0.24089	-0.00029	-0.00686	-0.0002	0.02247	-27.51322	0.25207	-0.0002	-0.00476	0.00012	-0.01146	-80.63779	-0.38821	-0.00057	-0.01071	-0.00017	-0.00635	3.54563	-0.03126	0.00012	0.0044	6e-05	0.00616	14.2696	0.13458	1e-05	-0.00041	0.0
93	-0.03363	-10.44429	0.02641	-0.00013	-0.00252	0.00016	-0.02167	-7.70413	-0.28962	-3e-05	0.00311	0.0	-0.05338	-64.82728	-0.7634	-0.00026	-0.00239	-0.0002	-0.01384	-20.22773	-0.51204	-1e-05	0.00161	2e-05	-0.02577	-13.05531	-0.08687	-5e-05	-0.00286	8e-05	0.02759	28.13537	0.24902	0.00031	0.00677	-0.0003	-0.02073	32.17485	0.10811	0.00017	0.003	-9e-05	0.05253	18.25774	0.6372	7e-05	0.00212	4e-05	-0.00223	-24.28744	-0.02114	-0.00011	-0.00192	3e-05
94	-0.00597	-21.26077	-0.43858	-0.0001	0.00039	3e-05	-0.0946	57.95778	-0.70683	0.00043	0.01408	5e-05	0.06457	9.3537	0.49451	5e-05	0.00379	8e-05	-0.03678	15.75102	0.38335	-1e-05	-0.0022	4e-05	0.01885	-71.13496	-0.46975	-0.00017	0.00014	-1e-05	0.00112	34.45816	-0.51298	0.00027	0.01124	0.00016	0.10931	14.97611	1.02755	1e-05	0.00173	0.00013	0.03189	64.27474	-0.44601	0.0005	0.0188	0.00033	0.00947	-25.71128	0.09957	0.00015	0.00506	7e-05
95	-0.0867	9.78361	-0.77703	0.00011	0.00648	-0.00016	-0.00286	-32.20066	-0.48855	-9e-05	-0.00079	0.00013	-0.04086	27.57869	-0.02315	0.0003	0.00808	9e-05	0.00745	-49.74378	-0.20541	-0.00018	-0.00272	-8e-05	-0.01595	-37.66355	-0.16696	-0.00013	-0.00575	-4e-05	-0.04885	-2.51429	-0.31398	-1e-05	0.00027	-9e-05	0.09662	23.26097	0.88763	0.0002	0.00582	0.00025	-0.01092	-5.63149	-0.03758	-5e-05	0.00126	-6e-05	-0.05862	-2.96952	-0.59207	-8e-05	0.00044	0.00021
96	-0.0048	-22.60156	-0.43721	0.0002	0.00318	-0.00027	-0.03131	-15.33611	-0.4652	8e-05	0.00096	3e-05	0.0126	-40.68851	0.19723	-0.00027	-0.01024	0.00016	-0.08664	-38.60596	0.13693	-0.00048	-0.01256	0.00031	0.01396	21.89215	-0.2442	9e-05	0.00547	0.00022	-0.07536	11.78313	-0.69032	0.00025	0.00561	0.0001	-0.03458	58.85869	0.11554	0.00051	0.01158	-0.00021	-0.06193	-39.68536	-0.61028	-0.00022	0.00169	0.00012	-0.01602	91.91965	-0.25906	0.00076	0.01774	0.00032
97	-0.04322	23.41998	0.17758	0.00016	-0.00381	-0.00041	-0.05259	-30.93774	-0.59483	-0.0001	-0.00356	0.00046	-0.0187	-33.34268	-0.3618	-8e-05	-0.00186	-1e-05	0.01689	32.75242	0.00977	0.00017	0.00651	0.00037	0.04044	-23.66936	0.33879	-0.00012	-0.00113	-4e-05	-0.02434	-28.75115	0.02279	-0.00012	-0.00986	0.00033	0.0298	128.79146	0.4861	0.00063	0.01625	3e-05	-0.00098	51.99807	0.26169	0.00019	0.0031	0.00034	0.00428	31.77716	-0.07626	0.00024	0.00746	-0.00012
98	-0.0261	-2.82645	-0.57762	-0.00015	0.00065	-0.00045	-0.08227	60.44082	-0.46902	0.00027	0.00677	-0.00027	0.018	-69.09911	0.00066	-0.00038	-0.00739	-8e-05	-0.01659	-37.54525	-0.38361	-0.00011	-0.00422	0.00013	0.04989	-35.60432	0.22671	-0.0001	0.00356	-1e-05	-0.01058	71.85028	-0.03371	0.00037	0.01498	-1e-05	-0.02162	-121.64626	-0.60142	-0.00048	-0.01348	-0.0001	0.06249	-131.11322	-0.16357	-0.00065	-0.01357	-8e-05	-0.05581	143.29316	-0.25482	0.00086	0.02426	-0.00032
99	-0.00979	-181.77944	-0.35106	-0.00104	-0.02681	-0.00025	0.06615	33.70924	0.4844	0.0003	0.00878	2e-05	0.03805	-62.54317	0.51942	-0.00072	-0.01724	0.00016	-0.00335	38.34677	0.08949	0.00034	0.00872	2e-05	-0.07366	27.98151	-0.54418	0.00027	0.00773	-0.00023	-0.02794	-2.2062	0.57564	-0.00031	-0.01656	-0.00017	-0.01325	-40.97908	-0.06165	-0.00018	-0.00188	-5e-05	0.07909	90.78931	0.51	0.00043	0.01214	-0.00026	0.03682	-87.52839	-0.14355	-0.00051	-0.01076	-6e-05
100	0.02732	-1.78112	-0.14571	0.00019	0.00984	-2e-05	-0.09273	-88.7238	-0.51541	-0.00048	-0.01496	-0.0	-0.04066	8.36896	-0.35332	0.00012	0.00223	-3e-05	0.06719	29.79925	0.3308	0.00012	0.00615	8e-05	-0.00081	9.8255	-0.04106	0.00011	0.00258	-0.00012	-0.00286	65.84356	-0.15826	0.00037	0.01075	0.00012	0.01661	69.28836	0.07455	0.00035	0.01248	-1e-05	-0.02281	-9.91794	0.01932	-2e-05	-0.00116	-0.0001	-0.02414	-64.56665	-0.22891	-0.00027	-0.00718	-1e-05
101	-0.01179	-73.65009	0.139	-0.00038	-0.01016	-0.00029	-0.09148	-7.6454	-0.41537	-0.00012	-0.00048	-5e-05	0.01255	64.20567	-0.13586	0.00046	0.01487	-0.0002	0.03482	49.77395	0.20658	0.00025	0.0072	8e-05	-0.00065	-68.19745	0.21306	-0.00065	-0.01597	-2e-05	-0.04245	1.06561	-0.49366	0.0	0.00057	0.00035	-0.01442	21.46266	-0.41938	0.00033	0.01169	-0.00036	-0.13743	-24.02308	-0.85851	-0.00016	-0.00605	0.0001	0.09451	-51.24985	0.54627	-0.00019	-0.00433	8e-05
102	-0.15345	-29.06072	-0.9633	-0.00028	-0.00753	0.00021	-0.0078	-9.86219	-0.32577	7e-05	0.00685	0.00044	0.07381	117.13157	0.35331	0.00063	0.01831	0.00014	0.06329	124.9382	1.05999	0.00043	0.00804	0.00033	0.00087	-149.44544	-0.70358	-0.00055	-0.01123	-6e-05	-0.03671	53.59609	-0.64395	0.00036	0.01433	-1e-05	0.14638	176.90039	1.04317	0.00071	0.01518	-9e-05	0.09968	-111.23038	0.29162	-0.00032	-0.00202	5e-05	-0.07588	-72.27494	-0.37773	-0.00027	-0.01116	7e-05
103	-0.06048	-84.83758	-1.0069	-0.00034	-0.01005	-0.00011	0.03971	72.49723	-0.14974	0.00044	0.01802	0.00041	-0.0762	-45.24346	-0.29379	-0.00049	-0.01071	9e-05	0.12945	53.87715	1.04446	0.0002	0.00993	5e-05	0.02336	-59.109	-0.1284	-0.00047	-0.00881	0.00012	0.06327	-18.18703	0.42486	-0.00018	-0.00258	0.00016	0.0088	21.66995	-0.02484	0.00027	0.00957	-0.00019	-0.0125	82.17258	0.05297	0.00017	0.00573	6e-05	-0.05255	-8.46588	0.34431	-9e-05	-0.00256	0.0001
104	-0.13443	-16.91436	-0.86314	-0.00012	-0.00353	-0.00037	-0.08406	-113.79225	-0.44045	-0.00067	-0.01731	0.00022	0.03618	9.28684	-0.12483	4e-05	0.00067	-0.00029	-0.00825	-10.79242	-0.05702	-4e-05	0.00292	0.00043	-0.01323	-86.5562	-0.29867	-0.00034	-0.00815	-3e-05	-0.03481	-15.9342	-0.05081	0.00012	0.00239	9e-05	0.13659	30.57187	0.91292	0.00018	0.0044	-0.00018	-0.04521	60.06779	-0.61377	0.00035	0.01063	0.00025	-0.04804	-38.12303	-0.34116	-0.00033	-0.00521	-0.00023
105	0.02378	158.10556	0.02389	0.00073	0.0117	0.00022	0.08454	185.50098	1.71538	0.00106	0.02307	0.00041	0.01125	183.21419	-0.11114	0.00089	0.01546	0.00041	0.06017	199.25739	1.71502	0.00105	0.02548	0.00075	0.0504	127.91676	0.00922	0.00056	0.00791	0.0003	0.10856	186.20872	2.05665	0.001	0.02279	0.0005	0.01915	142.70098	-0.26723	0.00059	0.00906	0.0006	0.07047	157.19579	1.43473	0.0008	0.01882	0.00059	0.02092	144.93447	0.02788	0.00058	0.00782	0.00037
106	-0.04936	54.39185	-0.55685	0.00028	0.012	-0.00018	-0.04201	24.60233	-0.72942	0.00033	0.00994	7e-05	0.01851	36.09354	-0.39703	0.0002	0.01421	-1e-05	-0.09712	128.21379	-0.42014	0.00091	0.02035	-0.00035	-0.0	143.23343	-0.27411	0.00086	0.02089	-5e-05	-0.0466	-31.92152	-0.5162	0.0	-0.00029	-0.00018	0.04804	57.42819	0.53529	0.00048	0.01335	0.00046	0.03898	-4.48169	0.02578	6e-05	0.00433	-6e-05	-0.04807	-56.95849	0.24118	-0.00011	-0.01404	-0.00021
107	-0.03544	-183.01106	-1.01739	-0.00087	-0.01795	-0.00029	0.03229	14.65303	0.18388	0.00016	0.00215	-0.00013	0.00124	29.79539	-0.19049	0.0004	0.01348	6e-05	0.07604	0.57289	0.30786	-6e-05	0.00253	0.0001	0.05703	-90.38184	-0.10274	-0.00045	-0.00655	-6e-05	-0.08871	63.46303	-0.15187	0.00034	0.00502	8e-05	0.05081	38.46406	-0.12998	0.00031	0.00812	-5e-05	0.00987	-82.80144	0.41397	-0.00049	-0.01621	0.00019	-0.03292	-12.22325	-0.0449	-0.00025	-0.00537	-6e-05
108	-0.00922	-30.21785	-0.29892	-9e-05	-0.00026	-0.0002	-0.03198	-29.46664	-0.31994	-0.00022	-0.00442	0.0002	0.01924	-33.68118	0.15818	-0.0002	-0.00242	8e-05	0.01119	24.89575	0.0146	0.00018	0.00681	-3e-05	-0.02153	-40.84474	-0.25866	-0.00017	-0.00318	-0.00014	-0.01187	3.53457	-0.35215	7e-05	0.00518	0.00012	0.02216	84.30204	0.27661	0.00024	0.00637	-0.00012	0.01459	-26.74885	-0.0382	-0.00015	-0.00256	-0.00014	-0.02162	-42.99874	-0.32609	-0.00024	-0.00368	-8e-05
109	0.00753	-95.13233	-0.21107	-0.00053	-0.00984	3e-05	-0.06233	-44.29128	-0.72315	-0.00018	-0.0025	7e-05	-0.02975	-8.54232	-0.16733	3e-05	-0.00045	-8e-05	0.00338	-50.63353	-0.17913	-0.0002	-0.00085	3e-05	-0.02273	-13.97034	-0.20452	5e-05	0.00246	-5e-05	-0.03643	46.7116	-0.37605	0.00012	0.00494	0.00014	-0.05072	-17.04541	-0.47702	-0.00011	-0.00406	-0.00017	-0.00443	44.23141	-0.11283	0.00024	0.00946	-1e-05	0.03253	47.52022	0.20889	0.00035	0.00505	-0.00016
110	-0.04042	4.87446	0.00358	1e-05	0.00089	7e-05	-0.04781	6.89205	-0.41068	0.00021	0.00798	-0.00014	0.04687	0.03031	0.22819	4e-05	0.00319	-4e-05	0.02278	-21.15824	0.05575	6e-05	0.00189	0.00012	0.03797	29.94163	-0.10717	0.00027	0.00739	0.00015	0.02708	-21.82154	0.12455	-6e-05	0.00028	0.00025	-0.01351	-26.90174	-0.4132	-3e-05	0.00241	-0.0001	-0.02217	16.04733	-0.24736	6e-05	0.00192	-0.0	0.02819	-84.65498	-0.15592	-0.00055	-0.01302	0.00023
111	-0.00948	-116.69945	-0.17641	-0.00048	-0.01145	-0.00028	-0.00521	9.37486	0.18543	0.00012	-0.00016	0.00017	0.06699	21.40972	0.49878	3e-05	0.00338	-0.00015	-0.1246	-6.94928	-1.03269	0.0001	0.00502	6e-05	-0.00062	-10.00684	0.26239	-0.0001	-0.0046	0.00014	0.03433	2.32883	0.50007	-6e-05	0.00014	0.00015	0.01633	-48.77516	-0.17471	-0.00017	-0.00164	3e-05	-0.0098	58.73768	0.29844	0.00023	0.00461	0.00024	0.04057	-12.57242	0.4076	-0.00013	-9e-05	-2e-05
112	-0.13519	118.38654	-0.75014	0.00074	0.01809	-0.00012	0.03787	77.89733	-0.18169	0.00034	0.01804	-6e-05	0.07962	47.68092	0.59576	5e-05	0.0057	0.0001	-0.01534	66.91087	0.12334	0.0003	0.00836	0.00013	0.06685	109.22991	0.46824	0.0007	0.02701	-0.00028	-0.09243	109.14054	-0.63707	0.00068	0.01913	-0.0002	0.10891	55.541	1.28286	0.00042	0.00706	0.00032	0.07261	64.08016	0.44494	0.00027	0.01033	-1e-05	-0.04056	-98.62091	-0.49265	-0.0006	-0.01436	-0.00012
113	0.01773	17.18331	0.28477	-4e-05	0.00193	9e-05	-0.13663	-90.03626	-1.01376	-0.00032	-0.01266	0.00011	-0.04471	58.42928	-0.92591	0.00056	0.01629	-0.0001	-0.11374	-77.48688	-0.96459	-4e-05	-0.00259	-0.00036	-0.07577	23.10763	-0.45629	0.0002	0.0096	0.00023	0.01963	-50.76968	-0.19057	-0.00031	-0.00497	-0.00019	-0.06294	-166.38699	-0.32659	-0.00121	-0.03174	-9e-05	-0.07344	116.07445	-0.33228	0.00064	0.01501	-0.00025	-0.0267	25.6667	0.35182	0.00019	-0.00346	-0.00016
114	-0.04546	-161.97225	0.10062	-0.00104	-0.02617	-0.00011	-0.04051	-90.71995	-0.52265	-0.00079	-0.01676	-0.00019	0.25714	43.92639	0.52468	0.00069	0.01174	0.00036	-0.08671	-184.35948	-0.49893	-0.00072	-0.01969	-0.00016	0.05998	-108.39506	-0.06859	-0.00047	-0.01588	-0.00023	0.02918	181.52252	0.13084	0.0011	0.02967	4e-05	-0.04666	-126.77689	0.23567	-0.00107	-0.03008	2e-05	0.06376	-37.98278	0.46677	0.00027	0.00546	-0.00033	-0.04544	138.77708	-0.56361	0.00042	0.017	0.00072
115	0.07818	-118.6074	0.4754	-0.00059	-0.01127	-0.00039	0.02053	27.03174	0.09528	0.00018	0.007	-0.00012	0.02902	78.97793	0.22995	0.00044	0.00993	5e-05	-0.00313	64.01742	0.1565	0.00039	0.00777	4e-05	0.03895	-98.39958	0.17031	-0.00045	-0.0103	-2e-05	-0.00801	-9.56356	-0.01071	-4e-05	-0.00471	0.00014	-0.00655	33.26214	0.11464	0.00017	0.00196	-0.00034	0.00216	-7.36185	0.15663	5e-05	0.00014	-0.00021	-0.0034	-66.07169	0.05472	-0.0006	-0.00988	8e-05
116	-0.09769	44.27835	-0.9108	0.00029	0.01214	2e-05	0.04055	-52.12446	0.12879	-0.00022	-0.00496	7e-05	-0.0429	-88.01919	-0.50445	-0.00032	-0.00971	-0.00024	0.00871	-57.83279	-0.07107	-0.00023	-0.00583	-7e-05	0.00387	-46.19053	-0.19432	-0.0003	-0.00568	0.00011	-0.0213	55.58661	-0.02904	0.00036	0.00812	0.0	0.0226	38.93791	0.10624	0.00037	0.00936	-6e-05	0.0222	-2.20121	-0.12644	1e-05	0.00256	2e-05	0.0046	4.19875	-0.02017	9e-05	0.00318	-0.00028
117	0.09813	82.8763	0.08509	0.00031	0.02115	0.00024	0.10543	75.78781	0.30141	0.00043	0.02047	-0.00017	0.14696	20.34801	0.98566	0.00017	0.01125	-0.00011	0.14036	-85.90144	1.49061	-0.00021	0.00066	-1e-05	0.15269	-71.50283	1.31783	-0.00023	0.00086	0.00014	0.07077	-17.80601	0.33641	-3e-05	0.00717	0.00017	0.16671	30.88525	0.9279	-1e-05	0.0075	-6e-05	0.15586	88.97144	0.77316	0.00025	0.01817	-0.00016	0.32725	131.03819	2.49558	0.00036	0.02324	4e-05
118	-0.10773	42.99829	-0.19267	4e-05	-0.00021	-7e-05	0.02089	-17.82549	0.05362	0.00014	-0.00243	-0.00028	-0.03784	-110.06233	-0.69087	-0.00037	-0.00883	-0.00026	0.01281	-60.38779	-0.19166	-0.00017	-0.00338	-0.0002	0.01085	-66.4808	-0.0994	-0.00028	-0.00631	-0.00012	-0.04278	57.98447	0.03257	0.00024	0.00256	-0.00029	0.00264	33.91841	-0.08967	0.00017	0.00624	0.00017	0.01827	67.66941	0.2402	0.00026	0.00755	6e-05	-0.01174	-15.90311	0.01184	0.0	-0.0008	-0.00039
119	-0.1333	-67.12643	-0.83952	-0.00035	-0.00924	-0.00018	-0.05853	-107.54285	-0.25178	-0.00064	-0.01995	-0.00014	-0.01875	14.51062	-0.43242	0.00023	0.00289	-0.00019	0.05888	-64.42001	0.1198	-0.0005	-0.00905	8e-05	0.01003	-79.39738	-0.23989	-0.00035	-0.00661	-1e-05	-0.08206	-25.62807	-0.19138	-5e-05	-0.00306	8e-05	0.07737	87.57832	0.63694	0.00068	0.0188	-7e-05	-0.04118	89.77049	-0.53948	0.00048	0.01789	2e-05	0.10811	-35.81798	0.61313	-0.00015	-0.00189	0.00032
120	-0.03769	-39.91346	-0.55767	5e-05	0.00228	6e-05	0.02032	17.50629	0.10561	0.00045	0.00298	-0.00019	-0.04638	-123.42815	-0.31659	-0.00066	-0.0165	4e-05	-0.00564	-61.43577	-0.28066	-0.00016	-0.00414	-0.00019	-0.08838	-60.56177	-0.5048	-0.00029	-0.01031	-1e-05	0.07743	149.6323	0.40115	0.00087	0.02321	0.00029	0.04535	35.4756	0.47784	0.00029	0.00713	4e-05	0.05114	-15.38867	0.0903	-9e-05	-0.00423	7e-05	-0.05133	129.42594	-0.08841	0.00055	0.01488	0.00033
121	-0.06918	-90.6849	-0.50959	-0.00032	-0.01615	-0.00104	0.02803	-12.49691	-0.00838	-0.00032	-0.00959	-0.00041	0.04689	24.28277	0.88325	-5e-05	0.00104	0.00072	-0.01471	-98.32239	0.62301	-0.00055	-0.02027	-0.00071	-0.03897	33.911	-0.81298	0.00025	0.01199	-0.00019	0.00475	8.44998	-0.1151	7e-05	0.00064	-0.00037	0.1342	-139.01486	1.09985	-0.00048	-0.00999	0.00015	-0.13685	199.36408	-1.08198	0.00097	0.02893	-0.00023	-0.00556	-123.49004	-0.62096	-0.0003	-0.01129	-0.00028
122	-0.06399	8.6517	-0.35584	0.00024	0.00314	-0.00053	0.08242	-24.26466	0.22015	-0.00016	-0.00488	-5e-05	-0.00916	18.28339	0.26574	-9e-05	0.0015	-7e-05	0.04964	-85.70286	0.35339	-0.00047	-0.01135	-0.00025	-0.0205	-6.70659	-0.4368	3e-05	0.00171	-0.00017	-0.00414	13.9516	-0.07833	1e-05	0.00041	4e-05	0.06697	-33.16227	0.59494	-4e-05	0.00086	0.00044	-0.04818	126.32912	-0.52375	0.00073	0.02087	-6e-05	0.03012	-36.73154	0.02214	-8e-05	-0.001	0.00013
123	-0.0243	15.1504	0.09602	-8e-05	-0.00089	6e-05	-0.04921	57.69349	-0.3593	0.00023	0.00484	-0.00022	-0.03172	-63.34923	-0.24053	-0.00041	-0.01201	-0.00034	-0.01249	13.22408	-0.25317	2e-05	0.00288	0.00023	0.01704	27.20081	0.38402	0.00029	0.00891	-0.00044	0.06538	-45.83601	0.24315	-0.00021	0.00044	-0.00029	-0.07213	-37.10856	-0.88195	-1e-05	-0.00207	-0.00016	0.04401	-64.9358	0.03924	-0.00047	-0.00767	0.0006	-0.02153	-9.59017	0.10665	0.00017	0.00075	0.00042
124	-0.00681	-73.53357	-0.03179	-0.0004	-0.00887	-6e-05	-0.05235	-12.04313	-0.19627	0.00014	0.00483	0.00012	0.04753	-31.96663	0.07721	-0.00018	0.00299	0.00011	-0.00792	-2.25799	0.10697	6e-05	-0.00267	-4e-05	-0.01177	43.98219	-0.16823	0.00031	0.01312	0.00019	0.07878	49.81789	0.73523	0.00033	0.00941	6e-05	0.03953	55.55927	0.7805	0.00022	0.00618	-0.00024	-0.03573	-102.15865	-0.49442	-0.00048	-0.01328	-3e-05	0.02303	-15.35001	-0.19396	0.00023	0.00569	-0.0001
125	0.01261	14.20234	-0.41964	0.00023	0.01048	0.00011	-0.08948	56.06433	-0.70718	0.00031	0.0084	-0.00011	-0.01016	5.12682	-0.29492	9e-05	0.0112	9e-05	0.01894	4.42071	-0.11431	1e-05	0.00741	3e-05	-0.02274	-68.74636	-0.15497	-0.00034	-0.00619	-0.00017	-0.05592	42.07453	-0.7148	0.00047	0.01053	-0.00031	0.032	-4.93535	0.30614	-4e-05	0.00245	0.00025	0.06752	-24.98787	0.57698	-0.00014	-0.00518	0.00013	0.0796	55.35495	0.40998	0.00043	0.01386	-0.00013
126	-0.01743	52.35047	0.01121	0.00036	0.01144	-1e-05	0.01936	61.25551	0.04919	0.00048	0.01039	5e-05	-0.0014	-26.39978	-0.64736	0.0001	0.0068	8e-05	-0.02126	-70.98716	-0.43399	-8e-05	-0.00303	-0.00012	0.01497	-6.33772	0.09099	0.00014	0.00115	-9e-05	-0.01715	69.54326	0.58163	0.00032	0.0056	0.0	-0.01122	48.20468	-0.18139	0.00017	0.00923	7e-05	0.02028	9.34871	0.15796	-1e-05	0.00268	-1e-05	0.02189	-22.79044	0.3274	-8e-05	-0.00458	-1e-05
127	0.03999	-131.06768	0.33354	-0.00083	-0.01122	0.00029	-0.1812	-2.09719	-0.96587	0.00015	-0.00255	0.00012	-0.00109	36.36936	0.10692	8e-05	0.00072	0.0001	0.06667	-44.93596	-0.12711	-0.00025	-0.00773	-0.00049	-0.00956	-146.32185	0.00683	-0.00127	-0.03023	-0.00017	-0.04352	9.69499	-0.4465	8e-05	0.00427	-0.0006	-0.05804	-53.66641	-0.53823	-0.00033	-0.00884	0.00017	0.0125	-50.98547	-0.74292	-0.00029	-0.00596	7e-05	-0.0276	-25.58488	-0.24316	-0.00019	0.00189	0.00032
128	0.04244	32.3437	0.64181	0.0001	0.00765	0.00039	-0.04716	-33.56511	-0.66096	-0.00024	0.00239	-0.00011	-0.00552	56.90971	0.08794	0.00028	0.01042	-0.00014	-0.00712	-7.9794	0.12223	-3e-05	-0.00184	0.00018	-0.09842	66.29096	-0.18641	0.00022	0.00564	0.00034	0.02612	-94.90662	0.0904	-0.00055	-0.00866	0.00022	0.07708	-49.38301	0.22825	-0.00038	-0.00781	-0.00016	0.01672	206.6363	-0.11889	0.00152	0.03764	0.00032	-0.04469	-1.7054	-0.25259	-0.00016	-0.00328	0.00045
129	-0.04237	63.97226	-0.43988	0.00044	0.01144	-0.00031	0.03535	-24.65388	-0.14656	-0.00031	-0.00382	0.00088	0.01567	-40.39421	0.41078	-0.00036	-0.00608	-0.00034	0.07758	-77.67025	0.19253	-0.00021	-0.00478	-9e-05	-0.03555	-2.10972	-0.23978	-0.00011	-0.00233	0.00017	0.02034	26.38595	-0.07619	0.00026	0.00975	-0.00023	-0.04237	29.12197	-0.22665	0.00013	0.00167	0.00024	-0.00487	58.44802	-0.29052	0.00058	0.0154	-0.00028	-0.00321	10.6058	-0.41527	0.00025	0.00807	0.00044
130	-0.03521	54.66072	0.10132	0.0007	0.01161	-0.0008	-0.0363	-12.21675	-0.49667	0.00018	0.00344	0.00043	-0.05976	60.12078	0.03625	0.0003	0.00351	-0.00047	0.07891	22.24191	0.01803	0.0002	0.00993	0.0001	0.00797	38.17176	-0.33784	0.00029	0.00993	0.00011	-0.07896	-29.85774	-0.76978	-9e-05	0.00251	-0.00013	0.09108	-6.21868	0.13656	-6e-05	0.00257	-0.0	-0.03096	34.35569	0.17759	2e-05	0.00247	0.00051	0.02625	-4.33944	-0.04181	-0.00017	-0.00354	4e-05
131	-0.02784	99.0212	0.14524	0.0006	0.01141	-0.00042	0.01005	-44.02293	0.16225	-1e-05	-0.00193	0.0009	0.07217	-106.04372	0.46774	-0.00073	-0.01268	0.00013	0.0836	-119.22203	0.31556	-0.00059	-0.01155	0.0006	0.04748	-167.24086	-0.12048	-0.00117	-0.01962	0.00061	0.03387	5.96523	0.08624	-0.00036	0.00212	0.00067	0.20859	221.7881	1.66949	0.00147	0.03568	0.00031	-0.02364	-47.87365	0.26062	-0.00045	-0.01387	0.0002	0.09331	-29.40437	0.86055	-1e-05	-0.00268	0.00071
132	-0.03101	-110.85083	-0.49997	-0.00059	-0.00925	-0.00029	-0.29299	-116.23242	-2.18964	-0.00047	-0.01523	-0.00052	0.13102	118.37933	1.66555	0.0007	0.00253	0.00078	0.10548	111.87638	1.10063	0.00052	0.00857	5e-05	-0.23421	-161.87436	-2.32089	-0.0005	-0.01673	-0.00049	-0.15047	133.73795	-0.72058	0.00077	0.01035	0.00038	0.1617	96.03411	1.85223	0.00027	0.00385	0.00012	-0.03864	-21.95219	-0.3596	-0.00012	0.0026	-0.00043	-0.14631	89.1579	-0.42428	0.00022	0.00598	-0.00022
133	0.01027	-38.60601	0.26653	-8e-05	-0.00253	-0.00047	0.03645	-15.95285	0.07149	-4e-05	0.00015	-8e-05	-0.00396	52.76709	-0.0253	0.00034	0.01173	-9e-05	0.02102	-13.11335	0.08545	-4e-05	-0.00138	0.00026	-0.02279	47.42258	-0.38121	0.00029	0.00786	-4e-05	-0.0285	-35.17947	-0.36432	-0.00021	-0.00261	6e-05	-0.01221	-16.80308	-0.01931	-9e-05	-0.00428	-8e-05	0.02493	36.12788	0.19238	0.00013	0.00248	0.0001	0.02573	82.64753	-0.08443	0.0004	0.01309	0.00015
134	-0.02697	-82.16929	-0.17606	-0.00024	-0.0077	-0.00038	0.1871	-157.17241	0.4154	-0.00093	-0.01676	-0.00025	0.07946	-161.82693	0.16565	-0.00065	-0.01646	-0.00046	0.05747	-69.42636	0.56339	-0.00011	-0.00419	-0.00019	0.15422	159.06342	0.90952	0.00057	0.02502	0.00123	-0.04031	56.21736	-0.15352	0.00038	0.01035	0.00023	0.08052	-20.504	0.01506	-0.00013	0.00577	2e-05	0.05625	-21.90554	0.48584	-0.00011	-0.00369	-0.00039	0.06764	87.23662	0.34105	0.00053	0.01366	-3e-05
135	-0.13455	25.95675	-0.85123	2e-05	0.00302	0.00017	0.04164	-78.35686	0.23037	-0.00037	-0.01259	-9e-05	-0.08031	102.24008	-0.3602	0.00075	0.02106	-4e-05	0.00854	15.91675	0.20411	-0.00031	-0.00387	0.00066	0.03536	70.65931	-0.01035	0.00023	0.01021	0.0	0.00575	107.31132	0.28733	0.00073	0.01973	0.00048	0.02437	-354.54161	0.08214	-0.002	-0.04927	6e-05	-0.0975	-44.35925	-0.48197	-0.00038	-0.01334	-0.00013	0.00583	89.59233	0.11666	0.00076	0.01728	-8e-05
136	0.02506	-113.31229	0.44465	-0.00046	-0.02207	-0.00088	-0.01843	-180.1439	0.55481	-0.00092	-0.03286	0.00019	0.14899	562.02742	0.73058	0.00301	0.10078	0.00216	-0.06373	-142.33009	0.08927	-0.00072	-0.03179	-0.0003	0.03376	-130.61606	0.12885	-0.00073	-0.02184	0.0003	0.13456	456.71968	0.39511	0.00254	0.08379	0.00166	0.00584	-54.81082	0.42096	-0.00038	-0.01785	-0.00056	0.00889	-59.07186	0.56458	-0.00057	-0.02378	0.00025	0.22955	513.27645	1.11002	0.00278	0.09233	0.00186
