	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40
129	-0.00196	-0.00238	-0.00132	0.00087	-0.00043	-0.00568	-0.00058	0.004	0.00527	0.00135	0.00536	0.00333	0.00159	0.00428	-0.00283	-0.0058	0.00105	0.00366	0.00474	0.00224	-0.00289	0.00188	0.00178	0.00403	0.00266	-0.00099	-0.00351	0.01115	0.0055	0.00323	0.00466	-0.00294	0.00273	0.00298	-0.00208	0.00234	-0.00485	0.00073	0.00583	-0.00127
130	-0.00281	0.00013	0.00418	0.00359	-0.00154	-0.00733	-4e-05	0.00063	0.00409	-0.00243	0.00217	0.00092	0.00339	0.00674	0.00101	-0.00104	0.00103	0.00225	0.00448	-0.00019	-0.00282	0.00189	-0.00257	0.00213	0.00379	0.00113	-0.00057	0.00256	0.00602	-0.00237	-0.00659	0.00143	0.00216	0.00359	-0.00205	-0.00224	-9e-05	0.00414	0.00482	0.00034
131	0.00036	0.00265	0.00303	0.00496	-0.00069	-0.00298	-0.00074	0.00206	0.00282	0.00117	-0.0011	0.00266	0.00407	0.00454	-0.00107	-0.00045	0.00494	0.00244	0.00479	-0.00149	-0.0048	0.00138	0.00342	0.00616	0.00028	-0.00088	0.00118	0.00708	0.00625	-0.00112	-0.00498	0.00328	0.00317	0.00655	0.00095	-0.00194	-0.0008	0.00513	0.00884	-0.00084
132	-0.00688	-0.003	0.00089	0.00576	0.00354	-0.00298	0.00152	-0.00245	-3e-05	-0.00161	0.00264	0.00037	-0.00102	0.00434	-0.00025	0.00102	0.00133	0.00184	0.00481	0.0013	-0.00197	-0.00471	0.00283	0.00617	-0.0027	-0.00126	-0.00306	0.00148	0.00362	-0.00258	-0.00578	0.00259	-0.00039	0.00269	0.00018	0.00364	0.00025	-0.00421	0.00363	0.00306
133	0.00095	0.00448	0.00036	0.00484	0.0094	0.00415	-0.01699	0.00128	0.01052	0.0102	0.00939	-0.00541	-0.00732	0.01688	0.01211	0.00193	0.02851	-0.00116	-0.0003	0.01131	0.00521	0.00333	0.00149	0.00173	0.00214	0.00466	-0.01173	-0.00754	-0.00131	0.01011	-0.00417	-0.00948	0.00522	-0.01991	0.00806	0.00987	0.00021	-0.00035	0.00182	-0.00587
134	0.00214	-0.00422	0.00534	0.01489	-0.00063	0.00389	0.00788	0.00863	0.01708	-0.00615	0.00824	0.00963	0.00814	0.01743	0.00121	0.00847	0.00284	0.00654	0.01565	0.00262	0.00145	0.00297	0.01155	0.0168	5e-05	0.00177	0.00484	0.01111	0.01553	0.00153	0.00597	0.0054	0.00725	0.01959	-0.0009	0.00524	0.00695	0.01319	0.02071	0.00429
135	0.00248	0.00365	0.00382	0.00505	0.00155	-0.00714	0.00263	0.00435	0.00661	-8e-05	-0.00087	0.00555	0.00421	0.00464	0.00039	-0.0047	0.00016	0.00628	0.005	-3e-05	-0.00458	-0.00085	0.00406	0.00499	0.00142	-0.00386	-0.00021	0.0083	0.00855	0.00183	0.00169	-0.00117	0.00387	0.00799	0.00024	-0.0027	-0.00011	0.00794	0.00573	-0.00045
136	-0.00142	8e-05	0.00384	0.0056	-0.00089	-0.00668	-0.00235	0.00574	0.00612	-6e-05	-0.00229	0.00382	0.005	0.00859	-0.00157	0.00022	0.00209	0.00447	0.00446	0.0028	-0.00064	0.00081	0.00381	0.00557	0.00016	-0.00104	-0.00158	0.00282	0.0061	-0.00063	0.00076	0.00322	0.00246	0.00719	0.00026	-0.0002	-7e-05	0.0055	0.00787	0.00278
137	-0.00143	0.01475	0.00751	0.0036	-0.00538	0.00502	0.00712	0.00357	0.00211	0.00066	-0.00045	0.0093	0.00343	0.00333	0.00113	0.00381	0.02108	0.00563	0.00059	0.00311	0.00215	0.00732	0.00672	0.00355	-0.00108	0.00448	0.00728	0.00861	0.00431	0.00751	0.00844	0.00786	0.01239	0.00471	0.0033	0.00031	0.00411	0.00028	0.00274	-0.00128
138	0.00209	0.00018	0.00703	0.00383	-0.00347	-0.00722	0.00131	0.00787	0.00256	0.00131	-0.00293	0.00244	0.00656	0.00193	-0.00408	0.00091	6e-05	0.00741	0.00202	0.00134	-0.00283	0.00185	0.00839	0.00554	0.00033	-0.00103	0.00191	0.00861	0.00342	0.00224	0.00182	0.00075	0.0072	0.00405	-0.00022	0.0024	0.00077	0.00638	0.00596	0.00115
139	-0.00571	0.00382	0.00548	-9e-05	0.00146	-0.00883	0.00239	0.00454	0.00316	0.00117	-0.00104	-0.00142	0.00336	0.00491	0.00062	-0.00309	0.00097	0.00564	0.00292	0.00069	-7e-05	0.00094	0.00417	-0.00015	-0.00272	-0.0015	-0.00244	0.00326	0.00047	-0.00144	0.00474	-0.00113	0.00411	0.00276	0.00629	-0.00088	-0.00331	0.00303	0.00454	-0.00071
140	-0.00041	0.00036	0.00283	0.00361	-0.00136	-0.00809	-0.00278	0.00294	0.00187	-0.00208	0.0003	0.00348	0.00318	0.005	-0.00058	-0.00025	0.00039	0.00621	0.00444	0.00176	-0.00349	-0.00129	0.00248	0.00214	0.00137	-0.00084	0.00234	0.00044	0.00386	-0.00028	0.00034	0.00124	0.00728	0.0084	0.00062	-0.00693	0.00039	0.00493	0.00377	-0.00024
141	0.01205	0.00078	0.00952	0.01104	-0.00949	0.00902	0.0061	0.01672	0.01244	0.00773	0.00165	0.00798	0.01204	0.00641	-0.0169	-0.0023	-0.0125	0.0073	0.00812	0.00362	-0.0064	-0.00567	0.0053	0.01372	0.00456	-0.00371	-0.00329	0.00281	0.01171	0.00969	-0.0004	0.00657	0.01249	0.02138	0.00527	0.00344	-0.00724	-0.00185	0.01042	-0.00944
142	0.00302	0.00232	0.00079	0.00752	-0.00181	-0.0018	0.00481	-0.00073	0.00327	-0.001	0.00421	0.01155	-0.00044	0.00277	-0.00125	-0.00318	0.00486	-0.00127	0.00349	0.00089	-0.00613	0.00332	0.00596	0.004	-0.00235	-0.00426	0.00189	0.0009	0.00494	-0.00077	0.00392	-0.00083	0.00024	0.00539	0.00084	0.00516	0.00097	0.00297	0.00364	0.00183
143	-0.0026	0.00011	0.00888	0.01112	-0.00725	-0.00924	0.00025	0.0042	0.00463	0.00519	0.0001	-0.00306	0.0017	0.00486	-0.00645	0.01058	0.00274	0.00515	0.01152	0.00625	0.00044	0.00746	0.00997	0.01051	-0.00316	-0.00464	0.0015	0.0093	0.00497	0.00395	-0.01056	0.0036	0.00943	0.00635	-0.00122	-0.00326	-0.00547	0.00884	0.00779	0.00442
144	-0.00321	0.00226	0.00599	0.00302	0.00216	-0.00563	0.00299	0.00337	0.00412	0.00459	0.00234	0.00344	0.00508	0.00668	-0.00033	0.00137	0.00144	-0.00191	0.00434	-0.00042	-0.00124	0.00297	0.00329	0.00433	0.00209	0.00268	0.00261	0.00326	0.00747	-0.00279	0.00379	0.00215	-0.00157	0.00291	0.00118	0.00091	0.00376	0.0025	0.00447	0.00034
145	0.00354	0.00126	0.00173	0.00577	0.00079	-0.0026	-0.00198	0.00567	0.00651	0.00051	0.00062	1e-05	0.00568	0.00666	-0.00146	-0.00073	0.00297	0.00462	0.00417	-0.00095	-0.00441	0.00556	0.00499	0.00408	-0.00066	-0.00329	0.00176	0.00269	0.00556	-0.00069	0.00053	-0.00061	0.00269	0.00821	0.00103	-0.00112	0.00025	0.00585	0.00468	-0.00181
146	0.00093	0.00125	0.00276	0.00507	0.00234	-0.00056	-0.00069	0.00498	0.00415	-0.00126	-0.00025	0.00024	0.00495	0.00551	-0.0026	0.00234	0.00204	0.00477	0.00346	-0.00021	0.00016	0.00335	0.00414	0.00382	0.00104	-0.00528	-0.001	0.0031	0.00525	-0.00161	0.00071	-0.00143	0.0031	0.00178	-0.00164	0.00264	0.00047	0.00341	0.00313	-0.00236
147	0.002	-0.01222	0.00086	0.00299	0.00305	0.00643	-0.00498	-0.00047	0.00574	-0.0061	-0.00256	-0.0003	0.00606	0.00705	-0.00926	-0.0032	0.0062	0.00832	0.00165	-0.00127	-0.0046	0.0052	0.00793	0.00616	-0.00063	-0.00082	-0.00146	0.00852	0.00442	-0.00109	-0.00114	0.00084	0.00158	0.0035	0.00481	-0.00168	-0.01008	0.00888	0.00527	0.00184
