protein	class	lag	features
>11650	1	l4	-0.00597,0.00204,-0.00427,0.03740,-0.01529,0.00204,-0.00427,0.03740,-0.01529,-0.00597,-0.00427,0.03740,-0.01529,-0.00597,0.00204,0.03740,-0.01529,-0.00597,0.00204,-0.00427
>11650	1	l5	0.00811,-0.00538,-0.01116,-0.04312,-0.02905,-0.00538,-0.01116,-0.04312,-0.02905,0.00811,-0.01116,-0.04312,-0.02905,0.00811,-0.00538,-0.04312,-0.02905,0.00811,-0.00538,-0.01116
>11650	1	l6	-0.00068,0.02643,-0.01511,0.02299,-0.04239,0.02643,-0.01511,0.02299,-0.04239,-0.00068,-0.01511,0.02299,-0.04239,-0.00068,0.02643,0.02299,-0.04239,-0.00068,0.02643,-0.01511
>11650	1	l7	-0.00617,-0.00652,-0.02088,-0.01069,-0.02998,-0.00652,-0.02088,-0.01069,-0.02998,-0.00617,-0.02088,-0.01069,-0.02998,-0.00617,-0.00652,-0.01069,-0.02998,-0.00617,-0.00652,-0.02088
>11650	1	l8	-0.04262,-0.01631,-0.00739,0.03001,-0.01703,-0.01631,-0.00739,0.03001,-0.01703,-0.04262,-0.00739,0.03001,-0.01703,-0.04262,-0.01631,0.03001,-0.01703,-0.04262,-0.01631,-0.00739
>11660	1	l1	0.05314,0.00674,-0.00383,-0.01408,0.01171,0.00674,-0.00383,-0.01408,0.01171,0.05314,-0.00383,-0.01408,0.01171,0.05314,0.00674,-0.01408,0.01171,0.05314,0.00674,-0.00383
>11660	1	l2	0.02732,-0.00146,-0.00640,-0.00910,0.00173,-0.00146,-0.00640,-0.00910,0.00173,0.02732,-0.00640,-0.00910,0.00173,0.02732,-0.00146,-0.00910,0.00173,0.02732,-0.00146,-0.00640
>11660	1	l3	-0.01860,-0.01118,0.00214,-0.00643,0.00762,-0.01118,0.00214,-0.00643,0.00762,-0.01860,0.00214,-0.00643,0.00762,-0.01860,-0.01118,-0.00643,0.00762,-0.01860,-0.01118,0.00214
>11660	1	l4	-0.02300,-0.01071,0.01602,0.01071,0.04314,-0.01071,0.01602,0.01071,0.04314,-0.02300,0.01602,0.01071,0.04314,-0.02300,-0.01071,0.01071,0.04314,-0.02300,-0.01071,0.01602
>11660	1	l5	-0.03172,-0.00347,-0.00139,0.01558,0.01848,-0.00347,-0.00139,0.01558,0.01848,-0.03172,-0.00139,0.01558,0.01848,-0.03172,-0.00347,0.01558,0.01848,-0.03172,-0.00347,-0.00139
>11660	1	l6	-0.00452,-0.00745,-0.01879,-0.02333,0.01653,-0.00745,-0.01879,-0.02333,0.01653,-0.00452,-0.01879,-0.02333,0.01653,-0.00452,-0.00745,-0.02333,0.01653,-0.00452,-0.00745,-0.01879
>11660	1	l7	-0.05203,0.00686,0.00681,-0.00404,0.00716,0.00686,0.00681,-0.00404,0.00716,-0.05203,0.00681,-0.00404,0.00716,-0.05203,0.00686,-0.00404,0.00716,-0.05203,0.00686,0.00681
>11660	1	l8	-0.03942,-0.00178,0.00774,0.00485,0.02077,-0.00178,0.00774,0.00485,0.02077,-0.03942,0.00774,0.00485,0.02077,-0.03942,-0.00178,0.00485,0.02077,-0.03942,-0.00178,0.00774
>11661	1	l1	0.02962,0.00212,0.01056,0.00009,-0.00281,0.00212,0.01056,0.00009,-0.00281,0.02962,0.01056,0.00009,-0.00281,0.02962,0.00212,0.00009,-0.00281,0.02962,0.00212,0.01056
>11661	1	l2	0.01697,-0.00074,0.01609,-0.00623,-0.00819,-0.00074,0.01609,-0.00623,-0.00819,0.01697,0.01609,-0.00623,-0.00819,0.01697,-0.00074,-0.00623,-0.00819,0.01697,-0.00074,0.01609
>11661	1	l3	-0.00078,-0.01895,0.01712,-0.00609,0.00489,-0.01895,0.01712,-0.00609,0.00489,-0.00078,0.01712,-0.00609,0.00489,-0.00078,-0.01895,-0.00609,0.00489,-0.00078,-0.01895,0.01712
>11661	1	l4	-0.01701,-0.02217,0.02125,0.01187,0.01813,-0.02217,0.02125,0.01187,0.01813,-0.01701,0.02125,0.01187,0.01813,-0.01701,-0.02217,0.01187,0.01813,-0.01701,-0.02217,0.02125
>11661	1	l5	0.00684,0.00566,0.01116,0.00377,0.02274,0.00566,0.01116,0.00377,0.02274,0.00684,0.01116,0.00377,0.02274,0.00684,0.00566,0.00377,0.02274,0.00684,0.00566,0.01116
>11661	1	l6	-0.00312,0.00911,-0.00798,-0.01587,-0.00622,0.00911,-0.00798,-0.01587,-0.00622,-0.00312,-0.00798,-0.01587,-0.00622,-0.00312,0.00911,-0.01587,-0.00622,-0.00312,0.00911,-0.00798
>11661	1	l7	-0.01193,0.01760,0.01479,-0.01251,-0.00671,0.01760,0.01479,-0.01251,-0.00671,-0.01193,0.01479,-0.01251,-0.00671,-0.01193,0.01760,-0.01251,-0.00671,-0.01193,0.01760,0.01479
>11661	1	l8	0.00156,0.00911,-0.01090,0.01837,0.00341,0.00911,-0.01090,0.01837,0.00341,0.00156,-0.01090,0.01837,0.00341,0.00156,0.00911,0.01837,0.00341,0.00156,0.00911,-0.01090
>11677	1	l1	0.07267,-0.00300,-0.01285,-0.00901,0.01042,-0.00300,-0.01285,-0.00901,0.01042,0.07267,-0.01285,-0.00901,0.01042,0.07267,-0.00300,-0.00901,0.01042,0.07267,-0.00300,-0.01285
>11677	1	l2	-0.02067,0.00118,0.00600,-0.00502,-0.00166,0.00118,0.00600,-0.00502,-0.00166,-0.02067,0.00600,-0.00502,-0.00166,-0.02067,0.00118,-0.00502,-0.00166,-0.02067,0.00118,0.00600
>11677	1	l3	-0.09296,0.00045,0.01725,-0.00203,0.02566,0.00045,0.01725,-0.00203,0.02566,-0.09296,0.01725,-0.00203,0.02566,-0.09296,0.00045,-0.00203,0.02566,-0.09296,0.00045,0.01725
>11677	1	l4	-0.11746,-0.00112,-0.00030,-0.01102,0.05167,-0.00112,-0.00030,-0.01102,0.05167,-0.11746,-0.00030,-0.01102,0.05167,-0.11746,-0.00112,-0.01102,0.05167,-0.11746,-0.00112,-0.00030
>11677	1	l5	-0.03203,0.00034,0.00405,0.01654,0.06605,0.00034,0.00405,0.01654,0.06605,-0.03203,0.00405,0.01654,0.06605,-0.03203,0.00034,0.01654,0.06605,-0.03203,0.00034,0.00405
>11677	1	l6	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
>11677	1	l7	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
>11677	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
>11678	1	l1	0.01173,0.00230,0.01387,-0.00035,-0.00983,0.00230,0.01387,-0.00035,-0.00983,0.01173,0.01387,-0.00035,-0.00983,0.01173,0.00230,-0.00035,-0.00983,0.01173,0.00230,0.01387
>11678	1	l2	-0.00004,0.00014,0.01820,-0.00508,-0.00546,0.00014,0.01820,-0.00508,-0.00546,-0.00004,0.01820,-0.00508,-0.00546,-0.00004,0.00014,-0.00508,-0.00546,-0.00004,0.00014,0.01820
>11678	1	l3	0.00168,-0.01800,0.01913,-0.00518,0.00669,-0.01800,0.01913,-0.00518,0.00669,0.00168,0.01913,-0.00518,0.00669,0.00168,-0.01800,-0.00518,0.00669,0.00168,-0.01800,0.01913
>11678	1	l4	-0.01356,-0.02216,0.02485,0.01154,0.01603,-0.02216,0.02485,0.01154,0.01603,-0.01356,0.02485,0.01154,0.01603,-0.01356,-0.02216,0.01154,0.01603,-0.01356,-0.02216,0.02485
>11678	1	l5	0.02010,0.00333,0.01272,0.00699,0.02357,0.00333,0.01272,0.00699,0.02357,0.02010,0.01272,0.00699,0.02357,0.02010,0.00333,0.00699,0.02357,0.02010,0.00333,0.01272
>11678	1	l6	-0.00255,0.00936,-0.00374,-0.01684,-0.01706,0.00936,-0.00374,-0.01684,-0.01706,-0.00255,-0.00374,-0.01684,-0.01706,-0.00255,0.00936,-0.01684,-0.01706,-0.00255,0.00936,-0.00374
>11678	1	l7	-0.01389,0.01494,0.01607,-0.01131,-0.00716,0.01494,0.01607,-0.01131,-0.00716,-0.01389,0.01607,-0.01131,-0.00716,-0.01389,0.01494,-0.01131,-0.00716,-0.01389,0.01494,0.01607
>11678	1	l8	0.01038,0.01183,-0.00657,0.01391,0.01664,0.01183,-0.00657,0.01391,0.01664,0.01038,-0.00657,0.01391,0.01664,0.01038,0.01183,0.01391,0.01664,0.01038,0.01183,-0.00657
>11679	1	l1	0.01908,-0.00730,0.02642,0.00780,-0.01442,-0.00730,0.02642,0.00780,-0.01442,0.01908,0.02642,0.00780,-0.01442,0.01908,-0.00730,0.00780,-0.01442,0.01908,-0.00730,0.02642
>11679	1	l2	0.01571,-0.01030,0.03751,-0.01282,0.00894,-0.01030,0.03751,-0.01282,0.00894,0.01571,0.03751,-0.01282,0.00894,0.01571,-0.01030,-0.01282,0.00894,0.01571,-0.01030,0.03751
>11679	1	l3	0.01233,-0.00652,0.02657,0.00466,0.00033,-0.00652,0.02657,0.00466,0.00033,0.01233,0.02657,0.00466,0.00033,0.01233,-0.00652,0.00466,0.00033,0.01233,-0.00652,0.02657
>11679	1	l4	0.00207,-0.00699,0.03577,0.01485,0.00506,-0.00699,0.03577,0.01485,0.00506,0.00207,0.03577,0.01485,0.00506,0.00207,-0.00699,0.01485,0.00506,0.00207,-0.00699,0.03577
>11679	1	l5	-0.02403,0.01797,0.02714,-0.02161,0.00421,0.01797,0.02714,-0.02161,0.00421,-0.02403,0.02714,-0.02161,0.00421,-0.02403,0.01797,-0.02161,0.00421,-0.02403,0.01797,0.02714
>11679	1	l6	-0.00550,0.01090,0.03094,-0.02639,-0.00385,0.01090,0.03094,-0.02639,-0.00385,-0.00550,0.03094,-0.02639,-0.00385,-0.00550,0.01090,-0.02639,-0.00385,-0.00550,0.01090,0.03094
>11679	1	l7	-0.03455,0.01232,0.02677,0.01753,-0.00740,0.01232,0.02677,0.01753,-0.00740,-0.03455,0.02677,0.01753,-0.00740,-0.03455,0.01232,0.01753,-0.00740,-0.03455,0.01232,0.02677
>11679	1	l8	-0.05281,-0.01827,0.03269,0.00392,0.00865,-0.01827,0.03269,0.00392,0.00865,-0.05281,0.03269,0.00392,0.00865,-0.05281,-0.01827,0.00392,0.00865,-0.05281,-0.01827,0.03269
>11682	1	l1	0.00361,0.00953,0.02102,0.00398,-0.02391,0.00953,0.02102,0.00398,-0.02391,0.00361,0.02102,0.00398,-0.02391,0.00361,0.00953,0.00398,-0.02391,0.00361,0.00953,0.02102
>11682	1	l2	-0.04689,-0.00979,0.02525,0.00896,-0.04825,-0.00979,0.02525,0.00896,-0.04825,-0.04689,0.02525,0.00896,-0.04825,-0.04689,-0.00979,0.00896,-0.04825,-0.04689,-0.00979,0.02525
>11682	1	l3	-0.00261,0.01485,0.04574,-0.01706,0.03431,0.01485,0.04574,-0.01706,0.03431,-0.00261,0.04574,-0.01706,0.03431,-0.00261,0.01485,-0.01706,0.03431,-0.00261,0.01485,0.04574
>11682	1	l4	0.04782,-0.01526,0.00978,-0.03033,0.03434,-0.01526,0.00978,-0.03033,0.03434,0.04782,0.00978,-0.03033,0.03434,0.04782,-0.01526,-0.03033,0.03434,0.04782,-0.01526,0.00978
>11682	1	l5	0.00741,-0.03612,0.05276,-0.05596,-0.06659,-0.03612,0.05276,-0.05596,-0.06659,0.00741,0.05276,-0.05596,-0.06659,0.00741,-0.03612,-0.05596,-0.06659,0.00741,-0.03612,0.05276
>11682	1	l6	-0.09695,-0.01791,0.06988,-0.01037,0.04204,-0.01791,0.06988,-0.01037,0.04204,-0.09695,0.06988,-0.01037,0.04204,-0.09695,-0.01791,-0.01037,0.04204,-0.09695,-0.01791,0.06988
>11682	1	l7	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
>11682	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
>11683	1	l1	0.02416,-0.01249,0.01800,0.01762,-0.00198,-0.01249,0.01800,0.01762,-0.00198,0.02416,0.01800,0.01762,-0.00198,0.02416,-0.01249,0.01762,-0.00198,0.02416,-0.01249,0.01800
>11683	1	l2	0.03108,-0.00520,0.02563,-0.00213,0.00374,-0.00520,0.02563,-0.00213,0.00374,0.03108,0.02563,-0.00213,0.00374,0.03108,-0.00520,-0.00213,0.00374,0.03108,-0.00520,0.02563
>11683	1	l3	0.00331,-0.00710,0.02837,0.01959,0.00457,-0.00710,0.02837,0.01959,0.00457,0.00331,0.02837,0.01959,0.00457,0.00331,-0.00710,0.01959,0.00457,0.00331,-0.00710,0.02837
>11683	1	l4	0.01206,0.00837,0.02919,0.01320,-0.01774,0.00837,0.02919,0.01320,-0.01774,0.01206,0.02919,0.01320,-0.01774,0.01206,0.00837,0.01320,-0.01774,0.01206,0.00837,0.02919
>11683	1	l5	-0.01984,0.03258,0.02429,0.00995,0.01048,0.03258,0.02429,0.00995,0.01048,-0.01984,0.02429,0.00995,0.01048,-0.01984,0.03258,0.00995,0.01048,-0.01984,0.03258,0.02429
>11683	1	l6	0.00268,-0.00613,0.03434,-0.00601,-0.00801,-0.00613,0.03434,-0.00601,-0.00801,0.00268,0.03434,-0.00601,-0.00801,0.00268,-0.00613,-0.00601,-0.00801,0.00268,-0.00613,0.03434
>11683	1	l7	-0.00189,-0.00495,0.02235,-0.00157,0.00662,-0.00495,0.02235,-0.00157,0.00662,-0.00189,0.02235,-0.00157,0.00662,-0.00189,-0.00495,-0.00157,0.00662,-0.00189,-0.00495,0.02235
>11683	1	l8	0.01063,-0.00254,0.03450,0.01462,0.00649,-0.00254,0.03450,0.01462,0.00649,0.01063,0.03450,0.01462,0.00649,0.01063,-0.00254,0.01462,0.00649,0.01063,-0.00254,0.03450
>11684	1	l1	0.00450,-0.03416,0.00815,0.00786,-0.01960,-0.03416,0.00815,0.00786,-0.01960,0.00450,0.00815,0.00786,-0.01960,0.00450,-0.03416,0.00786,-0.01960,0.00450,-0.03416,0.00815
>11684	1	l2	0.02692,0.00149,0.02065,-0.01939,-0.00153,0.00149,0.02065,-0.01939,-0.00153,0.02692,0.02065,-0.01939,-0.00153,0.02692,0.00149,-0.01939,-0.00153,0.02692,0.00149,0.02065
>11684	1	l3	0.00293,0.01351,0.02054,0.00718,0.01627,0.01351,0.02054,0.00718,0.01627,0.00293,0.02054,0.00718,0.01627,0.00293,0.01351,0.00718,0.01627,0.00293,0.01351,0.02054
>11684	1	l4	0.01363,-0.03860,0.01572,0.00428,-0.03901,-0.03860,0.01572,0.00428,-0.03901,0.01363,0.01572,0.00428,-0.03901,0.01363,-0.03860,0.00428,-0.03901,0.01363,-0.03860,0.01572
>11684	1	l5	-0.02679,0.06735,0.02173,0.03500,0.03265,0.06735,0.02173,0.03500,0.03265,-0.02679,0.02173,0.03500,0.03265,-0.02679,0.06735,0.03500,0.03265,-0.02679,0.06735,0.02173
>11684	1	l6	-0.00866,-0.02021,0.02282,-0.00345,-0.00443,-0.02021,0.02282,-0.00345,-0.00443,-0.00866,0.02282,-0.00345,-0.00443,-0.00866,-0.02021,-0.00345,-0.00443,-0.00866,-0.02021,0.02282
>11684	1	l7	-0.03927,-0.01633,0.03036,-0.04483,-0.00133,-0.01633,0.03036,-0.04483,-0.00133,-0.03927,0.03036,-0.04483,-0.00133,-0.03927,-0.01633,-0.04483,-0.00133,-0.03927,-0.01633,0.03036
>11684	1	l8	0.05268,0.00759,-0.01264,0.01057,0.01485,0.00759,-0.01264,0.01057,0.01485,0.05268,-0.01264,0.01057,0.01485,0.05268,0.00759,0.01057,0.01485,0.05268,0.00759,-0.01264
>11695	1	l1	0.00800,-0.01295,0.01957,-0.01346,-0.01402,-0.01295,0.01957,-0.01346,-0.01402,0.00800,0.01957,-0.01346,-0.01402,0.00800,-0.01295,-0.01346,-0.01402,0.00800,-0.01295,0.01957
>11695	1	l2	0.03500,0.01158,0.01598,-0.02793,0.00418,0.01158,0.01598,-0.02793,0.00418,0.03500,0.01598,-0.02793,0.00418,0.03500,0.01158,-0.02793,0.00418,0.03500,0.01158,0.01598
>11695	1	l3	0.01359,-0.05105,0.01887,0.00071,0.00258,-0.05105,0.01887,0.00071,0.00258,0.01359,0.01887,0.00071,0.00258,0.01359,-0.05105,0.00071,0.00258,0.01359,-0.05105,0.01887
>11695	1	l4	0.01190,-0.04634,0.02473,0.01927,-0.03120,-0.04634,0.02473,0.01927,-0.03120,0.01190,0.02473,0.01927,-0.03120,0.01190,-0.04634,0.01927,-0.03120,0.01190,-0.04634,0.02473
>11695	1	l5	0.02526,0.04484,0.01845,0.00258,0.01098,0.04484,0.01845,0.00258,0.01098,0.02526,0.01845,0.00258,0.01098,0.02526,0.04484,0.00258,0.01098,0.02526,0.04484,0.01845
>11695	1	l6	-0.02050,0.00176,0.03290,-0.01190,-0.00104,0.00176,0.03290,-0.01190,-0.00104,-0.02050,0.03290,-0.01190,-0.00104,-0.02050,0.00176,-0.01190,-0.00104,-0.02050,0.00176,0.03290
>11695	1	l7	0.01598,0.08315,0.04456,0.07743,0.02323,0.08315,0.04456,0.07743,0.02323,0.01598,0.04456,0.07743,0.02323,0.01598,0.08315,0.07743,0.02323,0.01598,0.08315,0.04456
>11695	1	l8	-0.09695,-0.01791,0.06988,-0.01037,0.04204,-0.01791,0.06988,-0.01037,0.04204,-0.09695,0.06988,-0.01037,0.04204,-0.09695,-0.01791,-0.01037,0.04204,-0.09695,-0.01791,0.06988
>11696	1	l1	0.03703,-0.01995,0.00719,-0.01994,-0.02140,-0.01995,0.00719,-0.01994,-0.02140,0.03703,0.00719,-0.01994,-0.02140,0.03703,-0.01995,-0.01994,-0.02140,0.03703,-0.01995,0.00719
>11696	1	l2	0.03409,-0.00201,0.02507,-0.05170,0.00701,-0.00201,0.02507,-0.05170,0.00701,0.03409,0.02507,-0.05170,0.00701,0.03409,-0.00201,-0.05170,0.00701,0.03409,-0.00201,0.02507
>11696	1	l3	0.06105,0.03964,0.01090,0.05331,0.00565,0.03964,0.01090,0.05331,0.00565,0.06105,0.01090,0.05331,0.00565,0.06105,0.03964,0.05331,0.00565,0.06105,0.03964,0.01090
>11696	1	l4	0.04388,-0.05375,0.02827,0.02503,-0.01568,-0.05375,0.02827,0.02503,-0.01568,0.04388,0.02827,0.02503,-0.01568,0.04388,-0.05375,0.02503,-0.01568,0.04388,-0.05375,0.02827
>11696	1	l5	0.00265,0.00398,0.03617,-0.05644,-0.01816,0.00398,0.03617,-0.05644,-0.01816,0.00265,0.03617,-0.05644,-0.01816,0.00265,0.00398,-0.05644,-0.01816,0.00265,0.00398,0.03617
>11696	1	l6	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
>11696	1	l7	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
>11696	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
>11697	1	l1	0.02568,0.00718,0.04117,0.00579,0.01716,0.00718,0.04117,0.00579,0.01716,0.02568,0.04117,0.00579,0.01716,0.02568,0.00718,0.00579,0.01716,0.02568,0.00718,0.04117
>11697	1	l2	0.02233,-0.01288,0.05491,-0.02306,0.02891,-0.01288,0.05491,-0.02306,0.02891,0.02233,0.05491,-0.02306,0.02891,0.02233,-0.01288,-0.02306,0.02891,0.02233,-0.01288,0.05491
>11697	1	l3	0.01562,-0.06205,0.03630,0.00521,0.01521,-0.06205,0.03630,0.00521,0.01521,0.01562,0.03630,0.00521,0.01521,0.01562,-0.06205,0.00521,0.01521,0.01562,-0.06205,0.03630
>11697	1	l4	-0.00921,-0.00807,0.06259,0.03307,0.03174,-0.00807,0.06259,0.03307,0.03174,-0.00921,0.06259,0.03307,0.03174,-0.00921,-0.00807,0.03307,0.03174,-0.00921,-0.00807,0.06259
>11697	1	l5	-0.07816,0.02097,0.04476,-0.02002,0.02061,0.02097,0.04476,-0.02002,0.02061,-0.07816,0.04476,-0.02002,0.02061,-0.07816,0.02097,-0.02002,0.02061,-0.07816,0.02097,0.04476
>11697	1	l6	-0.10325,0.04355,0.05547,-0.13978,0.02958,0.04355,0.05547,-0.13978,0.02958,-0.10325,0.05547,-0.13978,0.02958,-0.10325,0.04355,-0.13978,0.02958,-0.10325,0.04355,0.05547
>11697	1	l7	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
>11697	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
>11717	1	l1	0.04037,-0.00082,0.01653,0.04912,0.01332,-0.00082,0.01653,0.04912,0.01332,0.04037,0.01653,0.04912,0.01332,0.04037,-0.00082,0.04912,0.01332,0.04037,-0.00082,0.01653
>11717	1	l2	-0.02416,-0.00899,0.03007,0.06521,-0.02969,-0.00899,0.03007,0.06521,-0.02969,-0.02416,0.03007,0.06521,-0.02969,-0.02416,-0.00899,0.06521,-0.02969,-0.02416,-0.00899,0.03007
>11717	1	l3	-0.01746,0.00392,0.01533,0.04196,-0.03220,0.00392,0.01533,0.04196,-0.03220,-0.01746,0.01533,0.04196,-0.03220,-0.01746,0.00392,0.04196,-0.03220,-0.01746,0.00392,0.01533
>11717	1	l4	0.05289,0.02238,0.00892,0.02756,-0.00194,0.02238,0.00892,0.02756,-0.00194,0.05289,0.00892,0.02756,-0.00194,0.05289,0.02238,0.02756,-0.00194,0.05289,0.02238,0.00892
>11717	1	l5	0.11570,-0.01113,0.01303,0.01110,0.03352,-0.01113,0.01303,0.01110,0.03352,0.11570,0.01303,0.01110,0.03352,0.11570,-0.01113,0.01110,0.03352,0.11570,-0.01113,0.01303
>11717	1	l6	0.10108,-0.03370,-0.04051,-0.11029,0.03779,-0.03370,-0.04051,-0.11029,0.03779,0.10108,-0.04051,-0.11029,0.03779,0.10108,-0.03370,-0.11029,0.03779,0.10108,-0.03370,-0.04051
>11717	1	l7	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
>11717	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
>11719	1	l1	0.05744,0.00053,0.01650,0.03704,0.02190,0.00053,0.01650,0.03704,0.02190,0.05744,0.01650,0.03704,0.02190,0.05744,0.00053,0.03704,0.02190,0.05744,0.00053,0.01650
>11719	1	l2	0.01467,-0.01191,0.02767,0.03223,-0.00987,-0.01191,0.02767,0.03223,-0.00987,0.01467,0.02767,0.03223,-0.00987,0.01467,-0.01191,0.03223,-0.00987,0.01467,-0.01191,0.02767
>11719	1	l3	0.02047,0.00474,0.01942,0.05056,-0.01056,0.00474,0.01942,0.05056,-0.01056,0.02047,0.01942,0.05056,-0.01056,0.02047,0.00474,0.05056,-0.01056,0.02047,0.00474,0.01942
>11719	1	l4	0.03580,0.01443,0.01629,0.02630,-0.00939,0.01443,0.01629,0.02630,-0.00939,0.03580,0.01629,0.02630,-0.00939,0.03580,0.01443,0.02630,-0.00939,0.03580,0.01443,0.01629
>11719	1	l5	0.03405,-0.00851,0.03508,0.03478,-0.01160,-0.00851,0.03508,0.03478,-0.01160,0.03405,0.03508,0.03478,-0.01160,0.03405,-0.00851,0.03478,-0.01160,0.03405,-0.00851,0.03508
>11719	1	l6	0.05812,-0.01947,0.03130,0.00279,0.01083,-0.01947,0.03130,0.00279,0.01083,0.05812,0.03130,0.00279,0.01083,0.05812,-0.01947,0.00279,0.01083,0.05812,-0.01947,0.03130
>11719	1	l7	0.12635,0.00337,0.07521,0.07116,0.03540,0.00337,0.07521,0.07116,0.03540,0.12635,0.07521,0.07116,0.03540,0.12635,0.00337,0.07116,0.03540,0.12635,0.00337,0.07521
>11719	1	l8	0.13032,0.01145,0.06656,0.13250,0.02924,0.01145,0.06656,0.13250,0.02924,0.13032,0.06656,0.13250,0.02924,0.13032,0.01145,0.13250,0.02924,0.13032,0.01145,0.06656
>11720	1	l1	0.06305,0.00214,0.00247,0.00917,0.03213,0.00214,0.00247,0.00917,0.03213,0.06305,0.00247,0.00917,0.03213,0.06305,0.00214,0.00917,0.03213,0.06305,0.00214,0.00247
>11720	1	l2	0.04017,-0.00867,0.01851,0.00158,0.00492,-0.00867,0.01851,0.00158,0.00492,0.04017,0.01851,0.00158,0.00492,0.04017,-0.00867,0.00158,0.00492,0.04017,-0.00867,0.01851
>11720	1	l3	0.02638,0.01292,0.01875,0.03844,-0.01049,0.01292,0.01875,0.03844,-0.01049,0.02638,0.01875,0.03844,-0.01049,0.02638,0.01292,0.03844,-0.01049,0.02638,0.01292,0.01875
>11720	1	l4	-0.00592,0.02131,0.00797,-0.01392,-0.03389,0.02131,0.00797,-0.01392,-0.03389,-0.00592,0.00797,-0.01392,-0.03389,-0.00592,0.02131,-0.01392,-0.03389,-0.00592,0.02131,0.00797
>11720	1	l5	-0.04760,-0.00589,0.05713,0.05845,-0.05672,-0.00589,0.05713,0.05845,-0.05672,-0.04760,0.05713,0.05845,-0.05672,-0.04760,-0.00589,0.05845,-0.05672,-0.04760,-0.00589,0.05713
>11720	1	l6	-0.04910,-0.02001,0.05057,0.10884,-0.04685,-0.02001,0.05057,0.10884,-0.04685,-0.04910,0.05057,0.10884,-0.04685,-0.04910,-0.02001,0.10884,-0.04685,-0.04910,-0.02001,0.05057
>11720	1	l7	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
>11720	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
>11728	1	l1	0.01259,0.02606,0.00013,0.00052,-0.00765,0.02606,0.00013,0.00052,-0.00765,0.01259,0.00013,0.00052,-0.00765,0.01259,0.02606,0.00052,-0.00765,0.01259,0.02606,0.00013
>11728	1	l2	0.02340,0.02228,-0.00370,0.00013,0.01027,0.02228,-0.00370,0.00013,0.01027,0.02340,-0.00370,0.00013,0.01027,0.02340,0.02228,0.00013,0.01027,0.02340,0.02228,-0.00370
>11728	1	l3	0.01539,0.01158,0.00287,-0.00754,-0.00737,0.01158,0.00287,-0.00754,-0.00737,0.01539,0.00287,-0.00754,-0.00737,0.01539,0.01158,-0.00754,-0.00737,0.01539,0.01158,0.00287
