protein	class	lag	features
>10876	1	l1	0.00357,0.01688,-0.00516,0.00390,-0.00930
>10876	1	l2	0.00021,-0.00025,0.01110,0.01022,0.02063
>10876	1	l3	-0.00364,-0.01070,-0.01819,0.01349,-0.02046
>10876	1	l4	0.00599,-0.02007,0.02238,0.01123,-0.01063
>10876	1	l5	-0.00394,-0.01129,-0.01382,0.01111,-0.00385
>10876	1	l6	0.00432,-0.00500,0.01906,0.01472,-0.00826
>10876	1	l7	-0.00898,0.01907,-0.03312,0.01155,-0.00858
>10876	1	l8	-0.00028,-0.00839,-0.01027,0.01193,-0.00625
>10880	1	l1	0.00367,0.01648,-0.00609,0.00312,-0.01162
>10880	1	l2	-0.00013,0.00061,0.00401,0.01073,0.01570
>10880	1	l3	-0.00421,-0.01045,-0.02198,0.01403,-0.01966
>10880	1	l4	0.00593,-0.02016,0.01702,0.01327,-0.00910
>10880	1	l5	-0.00541,-0.00781,-0.00339,0.00995,-0.00844
>10880	1	l6	0.00653,-0.00506,0.01586,0.01706,0.00024
>10880	1	l7	-0.00897,0.01895,-0.03898,0.01094,-0.01239
>10880	1	l8	-0.00113,-0.01481,-0.01888,0.01091,0.00599
>10881	1	l1	-0.00941,0.03230,-0.00742,0.00033,-0.03178
>10881	1	l2	-0.00661,0.00814,0.01275,0.01132,0.02559
>10881	1	l3	0.00458,-0.02854,-0.02952,0.00546,-0.03476
>10881	1	l4	-0.01645,-0.04828,-0.00761,0.01184,0.00463
>10881	1	l5	-0.00899,-0.03952,-0.02728,-0.00266,-0.00468
>10881	1	l6	0.00978,-0.01928,0.02327,0.01618,-0.01132
>10881	1	l7	-0.00171,0.04578,0.00270,0.01785,-0.00137
>10881	1	l8	-0.00190,0.05130,0.00158,0.01175,0.02644
>10887	1	l1	0.00836,0.00893,-0.01371,0.00237,-0.02118
>10887	1	l2	-0.00426,0.00264,0.01569,-0.00508,0.01018
>10887	1	l3	-0.00089,-0.01898,-0.00278,0.00972,-0.01672
>10887	1	l4	-0.01532,-0.01021,0.00569,-0.00124,-0.01148
>10887	1	l5	-0.01877,-0.00290,0.00696,-0.02034,0.02160
>10887	1	l6	-0.01553,0.01063,-0.00496,0.00679,-0.01858
>10887	1	l7	-0.00536,0.00638,0.00858,0.01289,0.00470
>10887	1	l8	0.01807,-0.00255,0.03270,-0.00417,-0.00502
>10889	1	l1	0.00730,-0.01102,-0.02161,-0.00932,-0.02411
>10889	1	l2	-0.00433,0.00871,0.01450,-0.01123,0.00581
>10889	1	l3	0.00069,-0.00023,-0.00047,0.00552,0.00025
>10889	1	l4	-0.00446,-0.00937,0.00199,0.00066,-0.01055
>10889	1	l5	-0.00069,0.00997,0.01866,-0.01437,0.01065
>10889	1	l6	-0.01600,-0.01130,0.01609,-0.00371,-0.00378
>10889	1	l7	0.00031,0.00684,-0.00178,0.00034,0.00560
>10889	1	l8	0.00621,-0.00456,0.03386,0.00395,-0.01465
>10890	1	l1	-0.00658,-0.01780,-0.02493,-0.01859,-0.02686
>10890	1	l2	-0.01375,0.00867,0.01159,0.00716,0.01250
>10890	1	l3	0.00201,0.00401,-0.02477,-0.00294,-0.00170
>10890	1	l4	0.01395,-0.01320,-0.01919,0.00138,-0.02403
>10890	1	l5	-0.00244,0.01964,-0.00302,0.00924,0.02223
>10890	1	l6	-0.03433,-0.01870,0.04903,-0.01813,-0.01704
>10890	1	l7	-0.01684,0.00752,-0.02593,0.01421,0.00798
>10890	1	l8	0.02208,0.00148,0.08599,-0.00837,0.00060
>10898	1	l1	-0.00213,-0.00175,-0.02605,-0.01642,-0.02629
>10898	1	l2	-0.01250,0.00395,0.01469,-0.00088,-0.01822
>10898	1	l3	-0.00038,0.01453,0.00020,-0.00946,0.03326
>10898	1	l4	-0.00234,-0.01164,-0.02137,-0.00507,-0.01908
>10898	1	l5	-0.00097,0.00500,0.01753,0.00616,-0.02478
>10898	1	l6	0.01288,0.00970,-0.02011,0.00615,0.03240
>10898	1	l7	0.00253,-0.01321,0.02330,-0.00298,0.00639
>10898	1	l8	-0.01930,0.00658,-0.00263,0.02987,-0.02916
>10899	1	l1	0.02072,0.00804,-0.00567,-0.02207,-0.02711
>10899	1	l2	0.02071,0.02329,0.03360,-0.00388,-0.00201
>10899	1	l3	0.00498,0.01066,-0.00654,-0.01936,0.04354
>10899	1	l4	0.00236,0.01868,-0.00467,0.03088,-0.06109
>10899	1	l5	-0.01004,0.02041,0.03587,-0.02235,0.01584
>10899	1	l6	-0.01348,0.00780,-0.06836,0.02742,-0.01694
>10899	1	l7	-0.02054,0.00994,-0.00716,-0.04431,-0.04003
>10899	1	l8	-0.00914,0.00315,-0.09771,0.01408,0.05570
>10901	1	l1	0.01544,0.00462,0.00412,-0.00530,-0.02038
>10901	1	l2	0.01288,0.00313,0.01939,-0.00368,0.00492
>10901	1	l3	-0.00058,0.00667,-0.00370,-0.00203,0.02324
>10901	1	l4	-0.01086,0.00152,-0.00611,0.01030,-0.03128
>10901	1	l5	-0.01357,0.01134,0.00307,0.00075,0.02495
>10901	1	l6	-0.03247,-0.00012,-0.02595,0.00235,-0.03877
>10901	1	l7	-0.02717,-0.00892,-0.01377,-0.01969,-0.00136
>10901	1	l8	-0.02220,0.01349,-0.02224,0.00824,-0.00564
>10902	1	l1	0.00978,-0.00117,0.01577,0.00282,-0.01713
>10902	1	l2	0.00472,-0.00375,0.01690,0.00115,0.02472
>10902	1	l3	-0.00344,-0.00143,-0.00254,0.00782,-0.00080
>10902	1	l4	-0.00888,-0.00826,-0.00756,-0.00183,-0.01782
>10902	1	l5	-0.03043,0.00513,-0.01293,0.00875,0.02363
>10902	1	l6	-0.02695,0.00143,-0.01229,-0.00128,-0.04529
>10902	1	l7	-0.01754,-0.00979,-0.00673,-0.00882,-0.00080
>10902	1	l8	0.00707,0.01895,-0.01060,0.01364,-0.02141
>10903	1	l1	0.00680,0.00162,0.01659,0.01029,-0.00961
>10903	1	l2	0.01368,-0.01218,0.00288,0.00141,0.02252
>10903	1	l3	-0.01250,0.00785,0.01120,0.01245,0.01532
>10903	1	l4	-0.02678,0.00397,0.00130,0.00887,-0.02985
>10903	1	l5	0.00516,0.00159,-0.02027,0.02697,0.05345
>10903	1	l6	-0.02215,0.00345,-0.00448,0.01034,-0.02933
>10903	1	l7	0.00611,-0.01844,0.01932,-0.01765,-0.02355
>10903	1	l8	-0.01863,0.00592,-0.03783,0.01876,-0.04206
>10907	1	l1	-0.00304,0.00281,0.00235,0.01169,-0.00702
>10907	1	l2	-0.00340,-0.00318,0.00412,-0.00670,0.01081
>10907	1	l3	-0.00912,0.00784,0.00099,0.00205,0.01122
>10907	1	l4	-0.01113,0.00300,0.00616,0.01208,-0.02149
>10907	1	l5	-0.01498,0.00268,-0.00809,0.00734,0.02515
>10907	1	l6	-0.00413,0.00217,0.00334,-0.00243,-0.02537
>10907	1	l7	0.01090,-0.01434,-0.00472,-0.00319,-0.01873
>10907	1	l8	-0.00852,0.00293,0.00493,0.00383,0.00174
>10909	1	l1	0.00821,-0.00402,0.01332,0.01027,-0.01214
>10909	1	l2	0.00860,-0.00311,0.02535,0.00069,-0.00565
>10909	1	l3	-0.00183,0.00508,0.01288,0.00675,0.02691
>10909	1	l4	-0.01151,-0.00807,0.02476,0.00064,-0.02146
>10909	1	l5	-0.00322,0.00560,0.01250,0.00333,0.04670
>10909	1	l6	-0.05196,-0.01387,0.02240,-0.01700,-0.02765
>10909	1	l7	-0.03847,-0.02469,0.01392,-0.02487,-0.05239
>10909	1	l8	-0.01051,0.04178,0.03867,0.00076,0.05413
>10910	1	l1	-0.01489,0.00890,-0.01214,0.01668,0.00401
>10910	1	l2	-0.01592,0.00910,-0.00076,-0.01069,0.01124
>10910	1	l3	-0.00453,0.01246,-0.00027,-0.00684,0.02009
>10910	1	l4	-0.02211,0.01205,0.00523,0.03104,0.00461
>10910	1	l5	0.01232,0.01229,-0.01901,0.02562,0.02206
>10910	1	l6	-0.01334,0.02643,0.00718,0.00867,0.00983
>10910	1	l7	0.07075,-0.00319,-0.01655,0.01481,-0.00308
>10910	1	l8	0.00301,0.00530,-0.00686,0.03660,0.02152
>10934	1	l1	-0.02380,0.01134,-0.00906,0.01645,0.00660
>10934	1	l2	-0.00781,0.00948,0.00237,-0.01217,0.00384
>10934	1	l3	-0.01644,0.01188,-0.00105,-0.01386,0.01556
>10934	1	l4	-0.01597,0.00657,-0.00348,0.02717,0.00087
>10934	1	l5	0.03175,0.00234,0.00687,0.02877,0.00508
>10934	1	l6	-0.03569,0.00360,0.00495,0.02857,0.01583
>10934	1	l7	0.07795,0.00054,-0.00640,0.01295,0.00372
>10934	1	l8	-0.06094,-0.00536,-0.01814,0.03788,-0.00424
>10935	1	l1	-0.02470,0.00666,-0.02334,0.02143,0.00240
>10935	1	l2	0.00158,-0.00191,0.01718,0.00458,-0.00016
>10935	1	l3	0.09738,0.00428,0.02801,-0.00017,0.06178
>10935	1	l4	0.00000,0.00000,0.00000,0.00000,0.00000
>10935	1	l5	0.00000,0.00000,0.00000,0.00000,0.00000
>10935	1	l6	0.00000,0.00000,0.00000,0.00000,0.00000
>10935	1	l7	0.00000,0.00000,0.00000,0.00000,0.00000
>10935	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>10938	1	l1	-0.01681,0.01403,-0.01845,-0.00021,0.00013
>10938	1	l2	-0.03260,0.00923,0.02167,-0.02134,-0.00468
>10938	1	l3	0.03280,-0.00465,0.00157,-0.00021,0.01968
>10938	1	l4	-0.00746,0.00462,0.00526,0.00729,-0.00130
>10938	1	l5	-0.08390,-0.00087,0.00842,-0.00024,-0.01144
>10938	1	l6	0.00000,0.00000,0.00000,0.00000,0.00000
>10938	1	l7	0.00000,0.00000,0.00000,0.00000,0.00000
>10938	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>10939	1	l1	-0.00172,0.00711,-0.00784,0.00435,-0.00237
>10939	1	l2	-0.02868,0.00616,0.01025,-0.02353,-0.01055
>10939	1	l3	-0.01987,0.00827,-0.00263,-0.01824,0.01995
>10939	1	l4	-0.01664,-0.00052,-0.00788,0.03543,0.00807
>10939	1	l5	0.03290,-0.00211,-0.01048,0.02827,-0.02572
>10939	1	l6	-0.03172,-0.00774,0.00328,-0.00850,0.00173
>10939	1	l7	0.00438,0.00421,-0.01652,-0.01188,0.01623
>10939	1	l8	0.09015,-0.00313,-0.01346,0.00039,-0.06219
>10942	1	l1	-0.00548,0.01642,0.00760,0.01806,-0.00868
>10942	1	l2	-0.04891,0.01120,0.01647,0.01319,0.00639
>10942	1	l3	0.00075,0.00628,0.00743,-0.00596,-0.01601
>10942	1	l4	0.03465,-0.00407,0.01779,-0.02504,0.00254
>10942	1	l5	0.00855,-0.01746,0.01580,-0.01678,-0.00709
>10942	1	l6	-0.06530,-0.01856,0.00883,-0.02584,-0.02054
>10942	1	l7	0.01612,-0.01801,0.01488,0.00174,0.00717
>10942	1	l8	0.07035,-0.02849,0.01059,0.01377,-0.01370
>10948	1	l1	-0.00531,0.00530,-0.00116,0.00673,-0.00498
>10948	1	l2	-0.02987,-0.00182,-0.00205,0.00051,-0.00579
>10948	1	l3	0.00729,0.00337,0.00188,-0.01086,-0.02275
>10948	1	l4	0.02040,-0.00469,0.00098,-0.02149,0.00038
>10948	1	l5	-0.01655,0.00035,0.01395,-0.00810,0.02012
>10948	1	l6	-0.04384,-0.00773,0.00605,0.00715,0.00743
>10948	1	l7	0.01536,-0.00728,0.00414,0.01032,-0.00103
>10948	1	l8	0.03593,0.00309,-0.00769,0.00484,-0.02964
>10971	1	l1	-0.00563,0.00487,-0.00383,0.01171,0.00021
>10971	1	l2	-0.02939,-0.00371,-0.00254,-0.00931,-0.00709
>10971	1	l3	0.00591,-0.00120,-0.00087,-0.00304,-0.02201
>10971	1	l4	0.02448,0.00400,0.00158,-0.01146,0.00004
>10971	1	l5	-0.01684,0.00248,0.01080,-0.00011,0.02579
>10971	1	l6	-0.03446,-0.01294,0.00591,0.01188,0.01114
>10971	1	l7	0.01071,-0.00323,0.00297,0.00651,-0.00326
>10971	1	l8	0.03400,0.00390,-0.00901,-0.00443,-0.03265
>10974	1	l1	-0.00976,0.00593,-0.00744,0.01891,-0.00366
>10974	1	l2	-0.02289,-0.00483,-0.00451,0.00110,-0.00724
>10974	1	l3	0.01098,-0.00448,0.00103,-0.00170,-0.01606
>10974	1	l4	0.01121,0.00638,-0.00740,-0.00339,0.00309
>10974	1	l5	-0.01344,0.00660,0.01293,0.00253,0.00373
>10974	1	l6	-0.01830,-0.00810,0.01670,0.00976,0.01535
>10974	1	l7	0.00375,-0.00746,-0.00466,0.01578,-0.00415
>10974	1	l8	0.01692,0.00484,-0.01226,0.00588,-0.01798
>10976	1	l1	-0.00554,0.01187,-0.01285,0.01266,0.01547
>10976	1	l2	-0.04197,-0.00585,0.00727,-0.00173,-0.01136
>10976	1	l3	0.03887,-0.01192,0.00227,-0.01310,-0.02419
>10976	1	l4	-0.00950,-0.01950,-0.00563,-0.03740,-0.01470
>10976	1	l5	-0.06277,-0.01015,0.01966,-0.02181,0.02404
>10976	1	l6	0.00675,0.01738,-0.04440,-0.00435,0.03667
>10976	1	l7	0.03008,0.02444,0.01018,0.02928,0.02052
>10976	1	l8	0.00697,0.01009,-0.00057,0.06300,-0.00328
>10977	1	l1	0.00017,-0.00571,-0.01050,-0.00591,0.00266
>10977	1	l2	-0.02273,-0.00991,-0.02327,-0.01801,-0.00939
>10977	1	l3	-0.02004,0.00555,-0.00133,-0.02354,-0.02719
>10977	1	l4	0.02870,0.00192,-0.01037,-0.01158,-0.00245
>10977	1	l5	-0.00448,0.00949,0.00962,0.00657,0.03896
>10977	1	l6	-0.04923,-0.02356,0.04365,0.04787,0.02091
>10977	1	l7	-0.03005,-0.01166,-0.02600,0.02057,-0.02621
>10977	1	l8	0.05817,-0.01108,-0.04565,-0.08554,-0.08292
>10995	1	l1	-0.00569,0.00272,-0.00650,-0.01946,0.00298
>10995	1	l2	0.01768,0.00195,-0.00060,-0.00112,-0.01584
>10995	1	l3	0.00749,-0.00068,-0.00075,-0.01416,-0.00764
>10995	1	l4	0.01310,0.00169,0.00241,-0.02731,0.01096
>10995	1	l5	0.01240,0.00871,0.00171,0.05019,0.01561
>10995	1	l6	-0.00403,-0.00603,-0.00143,0.00639,-0.01569
>10995	1	l7	0.00729,-0.00321,0.00682,-0.00170,-0.01669
>10995	1	l8	-0.01164,0.00015,0.00061,-0.00217,0.00769
>10997	1	l1	-0.00206,0.00305,-0.00681,-0.02179,0.00652
>10997	1	l2	0.02100,0.00360,0.00540,-0.00390,-0.01725
>10997	1	l3	0.00628,-0.00017,-0.00498,-0.01905,-0.00951
>10997	1	l4	0.01175,0.00368,0.00359,-0.01708,0.01913
>10997	1	l5	0.01155,0.00764,-0.00158,0.04559,0.01768
>10997	1	l6	0.00339,-0.00569,-0.00184,0.00448,-0.01204
>10997	1	l7	0.00553,-0.00944,0.00146,-0.00577,-0.01955
>10997	1	l8	-0.01067,0.00101,-0.00003,-0.00804,0.00479
>10999	1	l1	0.01813,0.01408,0.00467,-0.00236,0.00545
>10999	1	l2	0.01157,0.01505,0.00253,0.00111,0.00583
>10999	1	l3	0.00604,0.00140,0.00209,-0.01550,0.00271
>10999	1	l4	0.01267,-0.00235,-0.00197,-0.01723,0.00296
>10999	1	l5	0.00944,-0.00588,0.00083,0.00036,-0.00277
>10999	1	l6	0.01456,-0.02211,-0.00113,0.01123,-0.00104
>10999	1	l7	0.01045,-0.01427,-0.00212,-0.01437,-0.00390
>10999	1	l8	0.00970,-0.02347,-0.00155,0.01741,0.00734
>11000	1	l1	-0.04336,-0.00620,0.00337,-0.00446,-0.00073
>11000	1	l2	0.03045,-0.02040,-0.01021,0.01297,0.01408
>11000	1	l3	-0.03351,-0.01974,0.00445,0.02083,0.00683
>11000	1	l4	0.00096,0.00164,0.01479,-0.01008,-0.03120
>11000	1	l5	0.02180,0.06374,-0.03014,0.03962,-0.00006
>11000	1	l6	0.00137,-0.04837,-0.05082,0.01006,-0.06588
>11000	1	l7	0.00000,0.00000,0.00000,0.00000,0.00000
>11000	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>11001	1	l1	-0.00849,-0.01104,-0.01665,0.00665,0.01212
>11001	1	l2	0.00122,0.01697,0.00361,0.01042,0.00783
>11001	1	l3	-0.01579,-0.00056,-0.00983,0.01419,0.01099
>11001	1	l4	0.02174,-0.00987,0.00786,0.00546,0.01649
>11001	1	l5	-0.02337,0.00875,0.00247,0.01673,0.00681
>11001	1	l6	0.00045,0.00298,-0.00997,0.00528,-0.00756
>11001	1	l7	-0.01813,0.00807,0.01096,0.00972,0.00836
>11001	1	l8	0.01361,-0.01197,-0.01108,0.01911,0.00285
>11012	1	l1	-0.01141,-0.05404,-0.00013,0.01925,0.01914
>11012	1	l2	-0.00758,0.03665,0.00031,0.02079,0.01765
>11012	1	l3	-0.02957,0.00488,-0.00321,0.03201,0.04233
>11012	1	l4	0.04848,-0.01858,0.00397,0.01887,0.01990
>11012	1	l5	0.00179,0.03876,0.00127,0.01833,0.01508
>11012	1	l6	0.01486,-0.03035,0.00173,0.02399,0.04361
>11012	1	l7	-0.05453,0.03237,0.00280,0.01333,0.05860
>11012	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>11020	1	l1	-0.01509,-0.05041,0.00058,0.01598,0.02093
>11020	1	l2	-0.00133,0.04032,0.00045,0.01619,0.01556
>11020	1	l3	-0.01923,-0.01316,-0.00256,0.02678,0.03330
>11020	1	l4	0.04388,-0.00158,0.00253,0.01329,0.02407
>11020	1	l5	-0.01180,0.02581,0.00162,0.01204,0.01430
>11020	1	l6	0.01979,-0.03483,0.00130,0.01520,0.03639
>11020	1	l7	-0.02220,0.00266,0.00163,0.00435,0.04465
>11020	1	l8	0.02965,-0.04379,0.00045,-0.00238,0.02195
>11036	1	l1	-0.01043,-0.01215,-0.01665,0.00364,0.01014
>11036	1	l2	0.00779,0.01647,0.00483,0.01196,0.00497
>11036	1	l3	-0.01671,-0.00297,-0.00968,0.01714,0.00993
>11036	1	l4	0.01706,-0.01044,0.00503,0.00425,0.01638
>11036	1	l5	-0.01160,0.01035,0.00267,0.01340,0.00273
>11036	1	l6	0.01424,0.00001,-0.01057,0.00556,-0.00834
>11036	1	l7	-0.01175,0.01065,0.01388,0.00543,0.00665
>11036	1	l8	0.00969,-0.01312,-0.01556,0.01748,0.00099
>11038	1	l1	0.00296,0.01766,-0.03223,-0.00149,0.00418
>11038	1	l2	0.01355,0.00655,0.00580,-0.00168,-0.00060
>11038	1	l3	-0.01017,-0.00302,-0.02675,-0.00093,0.00700
>11038	1	l4	-0.02021,-0.00739,0.02426,0.00299,0.01655
>11038	1	l5	-0.04937,0.00851,-0.00551,0.00449,0.00262
>11038	1	l6	0.00210,0.02196,-0.02259,-0.00047,-0.00391
>11038	1	l7	-0.01592,0.03090,0.01668,0.00941,0.01479
>11038	1	l8	0.01276,0.02408,0.00580,0.03767,0.01491
>11071	1	l1	-0.00074,0.01269,-0.03596,-0.00039,0.00431
>11071	1	l2	0.01112,0.00093,0.00534,-0.00258,0.00356
>11071	1	l3	-0.00862,-0.00495,-0.02875,-0.00059,0.00654
>11071	1	l4	-0.02378,-0.00451,0.02593,0.00372,0.02268
>11071	1	l5	-0.04944,0.00936,-0.00618,0.00540,0.00780
>11071	1	l6	0.01488,0.02639,-0.02770,-0.00057,0.00094
>11071	1	l7	-0.01423,0.03771,0.02649,0.01367,0.01632
>11071	1	l8	0.00104,0.00493,0.00804,0.06219,0.02085
>11082	1	l1	-0.01859,0.00169,-0.03736,0.00041,0.00336
>11082	1	l2	0.02719,-0.00133,0.01060,0.00020,0.00050
>11082	1	l3	-0.02115,-0.00190,-0.03118,0.00666,0.00765
>11082	1	l4	-0.00216,-0.00648,0.02023,0.00673,0.02524
>11082	1	l5	-0.01022,0.00747,-0.00681,0.00535,0.00447
>11082	1	l6	0.05248,0.02116,-0.02461,-0.00828,-0.00524
>11082	1	l7	-0.03485,0.00257,0.03978,-0.01900,0.00962
>11082	1	l8	0.05837,0.00596,-0.01649,0.02702,0.02850
>11084	1	l1	-0.00561,0.00459,-0.02147,0.00726,0.00156
>11084	1	l2	0.01501,0.00134,0.00191,-0.00037,0.00549
>11084	1	l3	0.00248,-0.00266,-0.00886,-0.00420,0.00088
>11084	1	l4	-0.02449,-0.00407,-0.00015,-0.00188,0.01556
>11084	1	l5	0.00279,-0.00158,-0.00198,0.01200,-0.00588
>11084	1	l6	-0.00142,0.00771,0.00471,0.00129,-0.00982
>11084	1	l7	0.01061,0.00797,0.00260,-0.00058,0.00755
>11084	1	l8	0.00112,0.00043,0.01668,-0.00243,0.00727
>11086	1	l1	-0.01710,0.01080,-0.00171,0.01392,0.00557
>11086	1	l2	0.00484,-0.00077,-0.01357,-0.00167,0.00930
>11086	1	l3	0.01478,-0.00713,0.00106,-0.00264,0.00651
>11086	1	l4	-0.03084,-0.00657,-0.00973,0.00019,0.01457
>11086	1	l5	0.01963,-0.00223,-0.00055,0.01686,0.00802
>11086	1	l6	-0.01192,0.00811,0.01172,0.00820,0.00413
>11086	1	l7	0.00177,0.01341,-0.00783,-0.01152,0.01389
>11086	1	l8	-0.01476,0.00355,0.01131,-0.00718,0.01169
>11087	1	l1	-0.01360,0.00684,-0.06120,-0.00490,0.01026
>11087	1	l2	0.01148,0.00462,0.02617,0.00602,0.00097
>11087	1	l3	-0.00425,-0.01162,0.01493,-0.01854,-0.00298
>11087	1	l4	-0.00672,-0.01050,-0.01541,-0.03463,-0.03118
>11087	1	l5	-0.00537,0.01342,-0.01579,-0.00103,0.00389
>11087	1	l6	-0.00594,0.03331,0.02877,-0.01502,-0.01249
>11087	1	l7	-0.02187,0.01206,-0.11113,0.03685,-0.00385
>11087	1	l8	0.00962,0.01793,0.11902,0.01590,0.06098
>11092	1	l1	-0.00962,0.00429,-0.02847,-0.00014,0.00885
>11092	1	l2	0.01289,0.01378,0.01727,-0.00013,0.00384
>11092	1	l3	-0.00211,-0.00071,0.02043,-0.01872,0.00969
>11092	1	l4	-0.02358,0.00710,-0.02292,-0.01862,-0.01419
>11092	1	l5	-0.00495,-0.00677,0.01040,0.00070,-0.00799
>11092	1	l6	-0.00979,0.01164,0.00330,-0.00053,-0.01125
>11092	1	l7	-0.00892,0.00355,-0.04363,0.00749,-0.00505
>11092	1	l8	0.02539,0.01825,0.02138,-0.01784,-0.00283
>11093	1	l1	-0.01936,0.01650,-0.05375,-0.00169,-0.00153
>11093	1	l2	0.02267,0.00768,0.02597,0.01059,0.00514
>11093	1	l3	-0.01032,-0.00184,0.03538,-0.01636,-0.02003
>11093	1	l4	0.00516,-0.00894,-0.02260,-0.03530,-0.03097
>11093	1	l5	-0.00746,0.00619,-0.01636,-0.01003,0.00594
>11093	1	l6	0.00036,0.03765,0.06943,-0.01501,-0.00872
>11093	1	l7	-0.01943,0.03232,-0.14082,0.01956,0.03264
>11093	1	l8	0.01355,0.04565,0.10372,0.02691,0.06404
>11095	1	l1	0.00308,0.02096,-0.04944,0.01102,0.02521
>11095	1	l2	0.02515,0.04195,0.05210,0.00135,0.02422
>11095	1	l3	-0.00884,0.02523,0.04987,-0.00034,0.03266
>11095	1	l4	-0.01557,0.01372,-0.04484,0.00278,0.02741
>11095	1	l5	-0.02105,0.01356,0.10523,0.01804,0.00965
>11095	1	l6	-0.02451,0.00733,-0.03303,0.03326,0.02987
>11095	1	l7	-0.00214,0.00241,0.12587,0.01069,0.03729
>11095	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>11096	1	l1	0.00149,-0.00835,0.00606,0.00097,0.00532
>11096	1	l2	0.01944,0.00450,0.01427,-0.01139,-0.00205
>11096	1	l3	0.00303,-0.00925,-0.00592,-0.05068,0.00956
>11096	1	l4	-0.03971,0.02659,-0.01157,0.00399,-0.00937
>11096	1	l5	-0.01129,-0.03857,-0.00962,0.01089,-0.01806
>11096	1	l6	-0.04910,0.01948,-0.01124,0.01718,-0.01454
>11096	1	l7	-0.00879,-0.00831,0.00884,0.00485,-0.00739
>11096	1	l8	-0.01218,0.01458,-0.00299,0.00139,-0.00572
>11100	1	l1	-0.00328,0.00059,-0.00266,-0.02694,0.03021
>11100	1	l2	-0.00684,-0.00521,0.00249,0.02699,0.01886
>11100	1	l3	0.03551,-0.03906,0.00243,-0.03761,0.03423
>11100	1	l4	-0.00325,0.02757,-0.00339,0.01707,0.02511
>11100	1	l5	-0.00674,0.01993,0.00135,-0.00963,0.02375
>11100	1	l6	0.00663,0.03658,-0.00107,-0.00982,0.03821
>11100	1	l7	0.00288,0.01143,0.00127,0.01102,0.01162
>11100	1	l8	-0.02160,0.01330,0.00257,0.01969,-0.01215
>11104	1	l1	0.01435,-0.00091,0.01714,0.03270,0.00440
>11104	1	l2	-0.01555,-0.00025,-0.00099,0.02890,0.01493
>11104	1	l3	-0.02614,0.00251,-0.00026,0.01849,0.00416
>11104	1	l4	0.00114,-0.00992,0.00923,0.02459,-0.02647
>11104	1	l5	0.02612,-0.01930,0.01785,0.03051,-0.02137
>11104	1	l6	0.03140,0.01912,-0.00299,0.03932,-0.00083
>11104	1	l7	-0.00623,0.00037,-0.02889,0.06110,-0.01916
>11104	1	l8	-0.04592,-0.00068,-0.06810,0.06480,0.00206
>11113	1	l1	0.01151,0.01337,0.03645,0.01805,0.01241
>11113	1	l2	-0.02145,0.00109,0.02385,0.00542,0.00861
>11113	1	l3	-0.03312,-0.00451,0.01844,-0.00257,-0.00684
>11113	1	l4	-0.00142,-0.01847,0.02002,0.01012,-0.01552
>11113	1	l5	0.02773,-0.02675,0.02681,0.02094,-0.01493
>11113	1	l6	0.02530,-0.00080,0.02070,0.01969,0.01107
>11113	1	l7	-0.01919,0.02017,0.01256,0.00856,0.01086
>11113	1	l8	-0.04212,0.01511,0.00816,-0.00111,0.01021
>11123	1	l1	0.00897,-0.00581,0.02357,0.02072,0.01623
>11123	1	l2	-0.01368,0.00009,0.01279,0.01733,-0.01210
>11123	1	l3	-0.04201,0.00001,-0.00636,-0.00192,-0.03028
>11123	1	l4	0.00992,-0.00217,0.00023,0.02015,-0.02514
>11123	1	l5	0.01734,0.00559,-0.00176,-0.01558,0.01507
>11123	1	l6	0.00000,0.00000,0.00000,0.00000,0.00000
>11123	1	l7	0.00000,0.00000,0.00000,0.00000,0.00000
>11123	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>11128	1	l1	0.01674,-0.00128,0.01917,0.01762,0.01255
>11128	1	l2	-0.02259,0.00209,0.01150,0.01288,-0.00531
>11128	1	l3	-0.04606,0.00253,-0.00318,-0.00267,-0.01725
>11128	1	l4	-0.01279,0.00192,0.00228,0.01179,-0.00948
>11128	1	l5	0.02491,-0.04891,-0.00052,-0.00747,0.00160
>11128	1	l6	0.01482,0.08261,0.00036,-0.00238,-0.02904
>11128	1	l7	0.00000,0.00000,0.00000,0.00000,0.00000
>11128	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>11131	1	l1	0.00512,0.00987,0.02663,0.00893,0.01554
>11131	1	l2	-0.00691,-0.00279,0.02370,0.00046,0.01861
>11131	1	l3	-0.01941,-0.00699,0.02301,-0.00329,0.00254
>11131	1	l4	-0.01254,-0.00470,0.01247,-0.00885,-0.00852
>11131	1	l5	0.02324,-0.01558,0.00270,-0.00020,-0.01350
>11131	1	l6	0.01701,-0.00478,0.01045,-0.00296,-0.02741
>11131	1	l7	0.00671,-0.00256,-0.00154,0.00181,-0.01975
>11131	1	l8	-0.04259,0.00401,-0.00780,0.00135,-0.01447
>11132	1	l1	-0.00693,-0.00880,-0.00086,0.01035,0.01084
>11132	1	l2	-0.01101,-0.00786,-0.00730,0.00940,0.03123
